Humedal,Comuna,Cuenca,Percentil_empirico,Acumulado_corregido_mm,Anomalia_pct,Susceptibilidad_inundacion,Amenaza_inundacion,Clase_amenaza,Retencion_suelo,Fuente_suelo
Sin información,Petorca,Rio Petorca,90.6,111.3,258.1,0.418,0.34,Alta,0.461,FAO
Sin información,Petorca,Rio Petorca,90.6,111.3,258.1,0.45,0.365,Alta,0.461,FAO
Sin información,Petorca,Rio Petorca,90.6,111.3,258.1,0.425,0.345,Alta,0.461,FAO
Sin información,Petorca,Rio Petorca,90.6,111.3,258.1,0.421,0.342,Alta,0.461,FAO
Sin información,Petorca,Rio Petorca,87.5,121.9,232.7,0.442,0.332,Alta,0.461,FAO
Sin información,Petorca,Rio Petorca,87.5,121.9,232.7,0.396,0.297,Moderada,0.461,FAO
Sin información,Petorca,Rio Petorca,87.5,121.9,232.7,0.5,0.375,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.302,0.208,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.36,0.248,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.508,0.35,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.487,0.335,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.38,0.262,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.58,0.399,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.507,0.349,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.589,0.405,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.643,0.442,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.427,0.294,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.42,0.289,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.607,0.418,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.563,0.388,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.479,0.33,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.549,0.378,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.436,0.3,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.643,0.443,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.296,0.204,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.468,0.322,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.485,0.334,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.556,0.383,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.401,0.276,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.419,0.288,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.599,0.412,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.641,0.441,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.453,0.311,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.538,0.37,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.633,0.435,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.48,0.33,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.426,0.293,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.48,0.33,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.35,0.241,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.454,0.313,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.497,0.342,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.362,0.249,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.366,0.252,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.382,0.263,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.403,0.277,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.375,0.258,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.421,0.29,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.47,0.324,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.396,0.272,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.436,0.3,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.422,0.29,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.565,0.389,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.615,0.423,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.373,0.257,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.441,0.304,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.431,0.296,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.31,0.213,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.4,0.275,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.512,0.352,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.445,0.306,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.602,0.414,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.458,0.229,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.399,0.274,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.565,0.389,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.4,0.2,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.49,0.337,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.487,0.335,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.518,0.356,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.615,0.423,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.464,0.319,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.609,0.419,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.443,0.305,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.388,0.194,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.427,0.294,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.462,0.318,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.441,0.304,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.408,0.281,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.474,0.326,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.382,0.263,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.428,0.214,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.404,0.278,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.412,0.284,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.548,0.377,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.445,0.306,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.46,0.316,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.431,0.297,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.513,0.256,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.535,0.368,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.366,0.251,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.495,0.341,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.615,0.423,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.405,0.279,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.424,0.212,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.452,0.226,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.47,0.235,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.486,0.243,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.423,0.212,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.44,0.22,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.462,0.318,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.337,0.232,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.395,0.272,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.399,0.2,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.521,0.358,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.391,0.269,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.388,0.267,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.348,0.239,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.448,0.309,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.553,0.277,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.45,0.31,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.581,0.29,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.386,0.266,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.426,0.213,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.46,0.23,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.532,0.366,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.5,0.344,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.378,0.26,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.444,0.306,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.434,0.299,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.607,0.417,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.487,0.335,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.406,0.28,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.424,0.292,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.404,0.278,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.424,0.292,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.418,0.288,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.589,0.368,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.414,0.259,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.484,0.302,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.494,0.309,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.405,0.253,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.646,0.403,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.438,0.273,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.431,0.269,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.615,0.384,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.359,0.224,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.6,0.3,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.407,0.203,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.472,0.236,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.583,0.291,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.618,0.309,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.611,0.381,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.454,0.283,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.423,0.264,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.406,0.253,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.43,0.268,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.461,0.288,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.398,0.199,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.391,0.196,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.331,0.166,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.45,0.225,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.496,0.248,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.344,0.172,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.374,0.187,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.456,0.228,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.734,0.458,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.521,0.325,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.532,0.332,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.629,0.314,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.454,0.283,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.412,0.257,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.619,0.386,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.417,0.26,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.393,0.197,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.511,0.319,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.458,0.286,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.5,0.312,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.508,0.317,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.455,0.284,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.622,0.311,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.489,0.305,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.482,0.301,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.43,0.215,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.615,0.384,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.53,0.331,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.454,0.284,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.548,0.342,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.424,0.265,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.437,0.273,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.418,0.261,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.65,0.325,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.707,0.354,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.35,0.175,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.428,0.214,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.403,0.202,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.44,0.275,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.608,0.304,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.462,0.231,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.425,0.213,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.662,0.331,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.615,0.384,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.586,0.365,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.447,0.224,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.643,0.321,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.457,0.228,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.456,0.228,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.453,0.283,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.338,0.211,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.443,0.277,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.449,0.28,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.44,0.22,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.406,0.253,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.528,0.329,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.557,0.348,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.55,0.343,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.526,0.328,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.382,0.238,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.382,0.238,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.46,0.23,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.512,0.319,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.472,0.295,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.414,0.259,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.483,0.302,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.475,0.296,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.604,0.377,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.438,0.273,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.354,0.221,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.452,0.282,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.428,0.267,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.308,0.154,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.481,0.3,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.457,0.229,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.579,0.29,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.469,0.235,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.415,0.208,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.52,0.26,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.525,0.263,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.672,0.336,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.336,0.168,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.5,0.312,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.391,0.244,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.832,0.416,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.287,0.144,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.512,0.256,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.436,0.272,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.439,0.274,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.403,0.251,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.316,0.197,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.546,0.341,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.424,0.264,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,124.8,64.1,0.444,0.222,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.498,0.31,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.302,0.188,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.472,0.295,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.466,0.291,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.35,0.218,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.486,0.303,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.504,0.314,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.32,0.2,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.428,0.267,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.335,0.209,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,124.8,64.1,0.609,0.304,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,124.8,64.1,0.322,0.161,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,124.8,64.1,0.398,0.199,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.417,0.26,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.49,0.305,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.344,0.215,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.412,0.257,Baja,0.461,FAO
