Humedal,Comuna,Cuenca,Percentil_empirico,Acumulado_corregido_mm,Anomalia_pct,Susceptibilidad_inundacion,Amenaza_inundacion,Clase_amenaza,Retencion_suelo,Fuente_suelo
Estero Mantagua,Quintero,Costeras Ligua-Aconcagua,87.5,67.5,94.5,0.828,0.621,Muy Alta,1.0,CIREN
Estero Mantagua,Quintero,Costeras Ligua-Aconcagua,87.5,67.5,94.5,0.592,0.444,Muy Alta,1.0,CIREN
Estero Mantagua,Quintero,Costeras Ligua-Aconcagua,87.5,67.5,94.5,0.615,0.461,Muy Alta,1.0,CIREN
Sin información,Llaillay,Rio Aconcagua,87.5,103.0,135.0,0.542,0.407,Muy Alta,1.0,CIREN
Estero Mantagua,Quintero,Costeras Ligua-Aconcagua,87.5,67.5,94.5,0.544,0.408,Muy Alta,1.0,CIREN
Estero Mantagua,Quintero,Costeras Ligua-Aconcagua,87.5,67.5,94.5,0.557,0.418,Muy Alta,1.0,CIREN
Sin información,Hijuelas,Rio Aconcagua,87.5,117.6,168.3,0.398,0.298,Moderada,0.384,CIREN
Sector Estero Mala Cara 6,Quintero,Costeras Ligua-Aconcagua,87.5,67.5,94.5,0.514,0.385,Alta,0.545,CIREN
Sin información,Hijuelas,Rio Aconcagua,87.5,117.6,168.3,0.565,0.424,Muy Alta,0.42,CIREN
Sin información,Quintero,Costeras Ligua-Aconcagua,90.6,107.7,210.3,0.478,0.388,Alta,0.406,CIREN
Sin información,Panquehue,Rio Aconcagua,87.5,92.1,119.1,0.469,0.352,Alta,0.417,CIREN
Sin información,Panquehue,Rio Aconcagua,87.5,104.0,147.4,0.497,0.373,Alta,0.904,CIREN
Sin información,Catemu,Rio Aconcagua,87.5,104.0,147.4,0.368,0.276,Baja,0.589,CIREN
Sin información,Panquehue,Rio Aconcagua,87.5,84.5,101.0,0.414,0.31,Moderada,0.736,CIREN
Sin información,Puchuncaví,Costeras Ligua-Aconcagua,87.5,96.3,177.4,0.525,0.394,Alta,1.0,CIREN
Sin información,Puchuncaví,Costeras Ligua-Aconcagua,87.5,96.3,177.4,0.554,0.416,Muy Alta,1.0,CIREN
Sin información,Puchuncaví,Costeras Ligua-Aconcagua,87.5,96.3,177.4,0.877,0.658,Muy Alta,1.0,CIREN
Estero Puchuncavi - Campiche,Puchuncaví,Costeras Ligua-Aconcagua,87.5,96.3,177.4,0.58,0.435,Muy Alta,0.585,CIREN
Sin información,Puchuncaví,Costeras Ligua-Aconcagua,87.5,96.3,177.4,0.572,0.429,Muy Alta,1.0,CIREN
Sin información,Panquehue,Rio Aconcagua,87.5,84.5,101.0,0.472,0.354,Alta,0.553,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,65.1,58.8,0.458,0.286,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,81.2,65.1,58.8,0.32,0.199,Muy Baja,0.461,FAO
Sin información,Cabildo,Rio Ligua,87.5,99.1,134.8,0.395,0.296,Moderada,1.0,CIREN
Sin información,Cabildo,Rio Ligua,87.5,99.1,134.8,0.354,0.265,Baja,0.553,FAO
Sin información,Papudo,Rio Ligua,93.8,115.0,270.0,0.404,0.354,Alta,0.442,CIREN
Sin información,La Ligua,Rio Petorca,87.5,99.8,221.1,0.627,0.47,Muy Alta,1.0,CIREN
Sin información,Cabildo,Rio Ligua,87.5,102.3,148.3,0.494,0.371,Alta,0.461,FAO
Sin información,Cabildo,Rio Ligua,87.5,102.3,148.3,0.406,0.304,Moderada,0.461,FAO
Sin información,Petorca,Rio Petorca,84.4,83.1,95.6,0.409,0.282,Baja,0.544,CIREN
Sin información,Petorca,Rio Petorca,84.4,83.1,95.6,0.627,0.431,Muy Alta,1.0,CIREN
Sin información,Petorca,Rio Petorca,87.5,117.0,184.0,0.414,0.31,Moderada,0.461,FAO
Sin información,Petorca,Rio Petorca,87.5,117.0,184.0,0.41,0.307,Moderada,0.461,FAO
Sin información,Petorca,Rio Petorca,90.6,111.3,258.1,0.272,0.221,Muy Baja,0.461,FAO
Sin información,Petorca,Rio Petorca,90.6,111.3,258.1,0.558,0.453,Muy Alta,0.461,FAO
Sin información,Petorca,Rio Petorca,90.6,111.3,258.1,0.481,0.391,Alta,0.461,FAO
Sin información,Petorca,Rio Petorca,90.6,111.3,258.1,0.44,0.357,Alta,0.461,FAO
Estero Mala Cara,Quintero,Costeras Ligua-Aconcagua,87.5,67.5,94.5,1.0,0.75,Muy Alta,1.0,CIREN
"Esteros Vina del Mar, Quilpue y trib",Villa Alemana,Rio Aconcagua,93.8,125.7,225.3,0.403,0.353,Alta,0.229,CIREN
"Esteros Vina del Mar, Quilpue y trib",Quilpué,Costeras entre Aconcagua y Maipo,90.6,113.6,208.7,0.515,0.418,Muy Alta,0.717,FAO
"Esteros Vina del Mar, Quilpue y trib",Quilpué,Costeras entre Aconcagua y Maipo,93.8,128.5,249.2,0.488,0.427,Muy Alta,0.55,CIREN
"Esteros Vina del Mar, Quilpue y trib",Quilpué,Costeras entre Aconcagua y Maipo,93.8,159.4,333.2,0.621,0.544,Muy Alta,0.55,CIREN
"Esteros Vina del Mar, Quilpue y trib",Quilpué,Costeras entre Aconcagua y Maipo,93.8,159.4,333.2,0.749,0.656,Muy Alta,0.717,FAO
"Esteros Vina del Mar, Quilpue y trib",Viña del Mar,Costeras entre Aconcagua y Maipo,93.8,159.4,333.2,0.679,0.595,Muy Alta,0.717,FAO
"Esteros Vina del Mar, Quilpue y trib",Viña del Mar,Costeras entre Aconcagua y Maipo,93.8,159.4,333.2,0.736,0.645,Muy Alta,0.55,CIREN
"Esteros Vina del Mar, Quilpue y trib",Viña del Mar,Costeras entre Aconcagua y Maipo,90.6,113.6,208.7,0.545,0.443,Muy Alta,0.55,CIREN
"Esteros Vina del Mar, Quilpue y trib",Villa Alemana,Costeras entre Aconcagua y Maipo,93.8,133.0,261.5,0.408,0.357,Alta,0.0,FAO
Embalse sector Quebrada Los Coiles,San Antonio,Rio Maipo,81.2,64.6,54.2,0.717,0.447,Muy Alta,0.229,CIREN
Rio Rapel (sector el rincon),Santo Domingo,Rio Rapel,65.6,60.5,22.6,0.623,0.194,Muy Baja,0.717,FAO
Sin información,Santo Domingo,Rio Rapel,65.6,60.5,22.6,0.566,0.176,Muy Baja,0.717,FAO
Sin información,Santo Domingo,Rio Rapel,65.6,60.5,22.6,0.468,0.146,Muy Baja,0.717,FAO
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,65.6,60.5,22.6,0.435,0.136,Muy Baja,0.483,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,65.6,60.5,22.6,0.542,0.169,Muy Baja,0.717,FAO
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,81.2,64.9,50.6,0.657,0.41,Muy Alta,0.553,FAO
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,75.0,71.9,45.7,0.453,0.226,Muy Baja,0.55,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,75.0,71.9,45.7,0.609,0.304,Moderada,0.717,FAO
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,75.0,71.9,45.7,0.572,0.286,Baja,0.717,FAO
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,75.0,71.9,45.7,0.589,0.295,Moderada,0.717,FAO
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,75.0,71.9,45.7,0.679,0.34,Alta,0.717,FAO
Sin información,San Antonio,Rio Maipo,81.2,64.7,54.5,0.545,0.34,Alta,0.553,FAO
Sin información,San Antonio,Rio Maipo,81.2,63.5,51.6,0.506,0.316,Moderada,0.553,FAO
Sin información,San Antonio,Rio Maipo,81.2,64.7,54.5,0.47,0.293,Moderada,0.553,FAO
Sin información,San Antonio,Rio Maipo,81.2,64.7,54.5,0.509,0.317,Moderada,0.553,FAO
Sin información,San Antonio,Rio Maipo,81.2,64.7,54.5,0.446,0.278,Baja,0.553,FAO
Sin información,San Antonio,Rio Maipo,81.2,64.7,54.5,0.58,0.362,Alta,0.553,FAO
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,75.0,61.3,42.3,0.373,0.186,Muy Baja,0.0,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,75.0,61.3,42.3,0.468,0.234,Baja,0.6,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,75.0,61.3,42.3,0.308,0.154,Muy Baja,0.0,CIREN
Sin información,San Antonio,Rio Maipo,81.2,63.5,51.6,0.402,0.251,Baja,0.379,CIREN
Sin información,Cartagena,Costeras entre Aconcagua y Maipo,81.2,67.0,64.4,0.64,0.399,Muy Alta,0.467,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,101.3,148.6,0.434,0.326,Moderada,0.268,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,101.3,148.6,0.398,0.299,Moderada,0.279,CIREN
Sin información,Quilpué,Rio Maipo,93.8,125.9,209.0,0.572,0.501,Muy Alta,0.717,FAO
Sin información,Quilpué,Costeras entre Aconcagua y Maipo,90.6,119.8,194.0,0.633,0.514,Muy Alta,0.55,CIREN
Sin información,Valparaíso,Costeras entre Aconcagua y Maipo,93.8,136.1,251.4,0.688,0.603,Muy Alta,0.717,FAO
Sin información,Quilpué,Costeras entre Aconcagua y Maipo,93.8,125.7,225.3,0.382,0.334,Alta,0.0,CIREN
Sin información,Limache,Rio Aconcagua,93.8,133.0,261.5,0.594,0.521,Muy Alta,0.55,CIREN
Sin información,Quillota,Rio Aconcagua,93.8,149.8,287.7,0.452,0.396,Alta,0.467,CIREN
Sin información,Quillota,Rio Aconcagua,93.8,149.8,287.7,0.459,0.402,Muy Alta,0.446,CIREN
Sin información,Limache,Rio Aconcagua,93.8,126.4,243.5,0.501,0.439,Muy Alta,0.0,CIREN
Sin información,Limache,Rio Aconcagua,93.8,126.4,243.5,0.313,0.274,Baja,0.0,CIREN
Sin información,Concón,Rio Aconcagua,93.8,126.4,243.5,0.452,0.396,Alta,0.0,CIREN
Sin información,Concón,Rio Aconcagua,93.8,126.4,243.5,0.628,0.55,Muy Alta,0.55,CIREN
Sin información,Concón,Rio Aconcagua,93.8,126.4,243.5,0.32,0.28,Baja,0.0,CIREN
Sin información,Concón,Rio Aconcagua,93.8,126.4,243.5,0.362,0.317,Moderada,0.0,CIREN
Sin información,Concón,Rio Aconcagua,93.8,126.4,243.5,0.559,0.489,Muy Alta,0.0,CIREN
Sin información,Quillota,Rio Aconcagua,93.8,149.8,287.7,0.344,0.301,Moderada,0.0,CIREN
Sin información,Llaillay,Rio Aconcagua,87.5,84.8,102.7,0.451,0.338,Alta,0.525,CIREN
Sin información,Quillota,Rio Aconcagua,93.8,149.8,287.7,0.492,0.431,Muy Alta,0.567,CIREN
Sin información,Quillota,Rio Aconcagua,93.8,124.7,244.7,0.555,0.486,Muy Alta,0.553,FAO
Sin información,Panquehue,Rio Aconcagua,87.5,92.1,119.1,0.533,0.4,Muy Alta,0.683,CIREN
Estero Pucalan,Nogales,Rio Aconcagua,90.6,118.0,226.1,0.644,0.523,Muy Alta,0.42,CIREN
Sin información,Nogales,Rio Aconcagua,90.6,118.0,226.1,0.488,0.397,Alta,0.2,CIREN
Sin información,Cabildo,Rio Ligua,87.5,87.6,107.6,0.527,0.395,Alta,0.717,FAO
Sin información,Cabildo,Rio Petorca,87.5,99.8,136.5,0.622,0.467,Muy Alta,0.553,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.446,0.307,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.434,0.298,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.446,0.307,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.462,0.231,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.615,0.308,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.453,0.283,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,78.1,70.1,58.0,0.43,0.241,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,78.1,70.1,58.0,0.403,0.226,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,78.1,70.1,58.0,0.506,0.285,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,78.1,70.1,58.0,0.393,0.221,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.423,0.264,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.368,0.229,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.478,0.298,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.428,0.267,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,78.1,70.1,58.0,0.383,0.215,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,62.5,51.1,24.6,0.441,0.11,Muy Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,62.5,51.1,24.6,0.336,0.084,Muy Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,65.6,68.1,22.0,0.406,0.127,Muy Baja,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,104.0,119.5,0.421,0.316,Moderada,0.461,FAO
Rio Petorca- Rio La Ligua,Cabildo,Rio Ligua,87.5,102.3,148.3,0.615,0.461,Muy Alta,0.461,FAO
Rio Petorca- Rio La Ligua,Cabildo,Rio Ligua,84.4,87.9,77.9,0.638,0.439,Muy Alta,0.553,FAO
Rio Petorca- Rio La Ligua,La Ligua,Rio Ligua,87.5,102.4,229.4,0.638,0.479,Muy Alta,0.553,FAO
Rio Petorca- Rio La Ligua,Cabildo,Rio Ligua,87.5,105.7,150.5,0.599,0.449,Muy Alta,0.553,FAO
Rio Petorca- Rio La Ligua,La Ligua,Rio Ligua,87.5,102.4,229.4,0.511,0.383,Alta,0.553,FAO
Rio Petorca- Rio La Ligua,La Ligua,Rio Ligua,93.8,113.1,263.9,0.769,0.674,Muy Alta,0.621,CIREN
Rio Petorca- Rio La Ligua,La Ligua,Rio Ligua,93.8,113.1,263.9,0.544,0.477,Muy Alta,0.558,CIREN
Rio Petorca- Rio La Ligua,Papudo,Rio Ligua,87.5,96.9,211.7,0.617,0.463,Muy Alta,0.281,CIREN
Rio Petorca- Rio La Ligua,Cabildo,Rio Ligua,87.5,99.1,134.8,0.337,0.253,Baja,0.0,CIREN
Rio Petorca- Rio La Ligua,Petorca,Rio Petorca,90.6,111.3,258.1,0.518,0.42,Muy Alta,0.461,FAO
Rio Petorca- Rio La Ligua,Petorca,Rio Petorca,87.5,101.0,137.7,0.538,0.404,Muy Alta,0.717,FAO
Rio Petorca- Rio La Ligua,Petorca,Rio Petorca,84.4,83.1,95.6,0.492,0.338,Alta,0.461,FAO
Rio Petorca- Rio La Ligua,La Ligua,Rio Petorca,87.5,99.8,221.1,0.486,0.364,Alta,0.553,FAO
Rio Petorca- Rio La Ligua,Cabildo,Rio Petorca,87.5,99.8,136.5,0.512,0.384,Alta,0.553,FAO
Rio Petorca- Rio La Ligua,Petorca,Rio Petorca,87.5,99.8,136.5,0.702,0.527,Muy Alta,0.717,FAO
Rio Petorca- Rio La Ligua,Petorca,Rio Petorca,87.5,100.5,136.5,0.656,0.492,Muy Alta,0.717,FAO
Sist. Rio Aconcagua y trib,Putaendo,Rio Aconcagua,87.5,103.4,118.2,0.49,0.367,Alta,0.461,FAO
Sist. Rio Aconcagua y trib,Putaendo,Rio Aconcagua,87.5,110.3,132.8,0.615,0.461,Muy Alta,0.461,FAO
Sist. Rio Aconcagua y trib,San Esteban,Rio Aconcagua,87.5,124.5,138.1,0.615,0.461,Muy Alta,0.461,FAO
Sist. Rio Aconcagua y trib,San Felipe,Rio Aconcagua,87.5,84.5,101.0,0.324,0.243,Baja,0.0,CIREN
Sist. Rio Aconcagua y trib,Putaendo,Rio Aconcagua,87.5,98.2,133.6,0.57,0.427,Muy Alta,0.717,FAO
Sist. Rio Aconcagua y trib,San Felipe,Rio Aconcagua,87.5,84.5,101.0,0.485,0.364,Alta,0.553,FAO
Sist. Rio Aconcagua y trib,Putaendo,Rio Aconcagua,87.5,98.2,133.6,0.689,0.517,Muy Alta,0.717,FAO
Sist. Rio Aconcagua y trib,Putaendo,Rio Aconcagua,87.5,112.5,127.7,0.478,0.359,Alta,0.717,FAO
Sist. Rio Aconcagua y trib,Putaendo,Rio Aconcagua,87.5,112.5,127.7,0.461,0.346,Alta,0.384,CIREN
Sist. Rio Aconcagua y trib,Putaendo,Rio Aconcagua,87.5,112.5,127.7,0.598,0.448,Muy Alta,0.717,FAO
Sist. Rio Aconcagua y trib,Putaendo,Rio Aconcagua,87.5,112.5,127.7,0.446,0.334,Alta,0.384,CIREN
Sist. Rio Aconcagua y trib,Putaendo,Rio Aconcagua,87.5,98.2,133.6,0.455,0.341,Alta,0.525,CIREN
Sist. Rio Aconcagua y trib,Putaendo,Rio Aconcagua,87.5,98.2,133.6,0.476,0.357,Alta,0.717,FAO
Sist. Rio Aconcagua y trib,Putaendo,Rio Aconcagua,87.5,98.2,133.6,0.67,0.503,Muy Alta,0.717,FAO
Sist. Rio Aconcagua y trib,Putaendo,Rio Aconcagua,87.5,98.2,133.6,0.523,0.392,Alta,0.717,FAO
Sist. Rio Aconcagua y trib,Putaendo,Rio Aconcagua,87.5,98.2,133.6,0.518,0.388,Alta,0.717,FAO
Sist. Rio Aconcagua y trib,Putaendo,Rio Aconcagua,87.5,98.2,133.6,0.524,0.393,Alta,0.717,FAO
Sist. Rio Aconcagua y trib,Putaendo,Rio Aconcagua,87.5,98.2,133.6,0.568,0.426,Muy Alta,0.717,FAO
Sist. Rio Aconcagua y trib,San Felipe,Rio Aconcagua,87.5,84.5,101.0,0.49,0.367,Alta,0.553,FAO
Sist. Rio Aconcagua y trib,Putaendo,Rio Aconcagua,87.5,98.2,133.6,0.505,0.379,Alta,0.553,FAO
Sist. Rio Aconcagua y trib,San Esteban,Rio Aconcagua,84.4,121.7,118.0,0.615,0.423,Muy Alta,0.461,FAO
Sist. Rio Aconcagua y trib,San Esteban,Rio Aconcagua,68.8,48.6,15.6,0.636,0.239,Baja,0.544,CIREN
Sist. Rio Aconcagua y trib,San Felipe,Rio Aconcagua,87.5,84.5,101.0,0.588,0.441,Muy Alta,1.0,CIREN
Sist. Rio Aconcagua y trib,San Felipe,Rio Aconcagua,87.5,84.5,101.0,0.5,0.375,Alta,0.553,FAO
Sist. Rio Aconcagua y trib,Panquehue,Rio Aconcagua,87.5,84.5,101.0,0.524,0.393,Alta,0.553,FAO
Sist. Rio Aconcagua y trib,Santa María,Rio Aconcagua,81.2,62.2,48.0,0.518,0.323,Moderada,0.553,FAO
Sist. Rio Aconcagua y trib,San Esteban,Rio Aconcagua,81.2,110.6,98.1,0.615,0.384,Alta,0.461,FAO
Sist. Rio Aconcagua y trib,Calera,Rio Aconcagua,90.6,118.0,226.1,0.552,0.448,Muy Alta,0.483,CIREN
Sist. Rio Aconcagua y trib,Calera,Rio Aconcagua,90.6,118.0,226.1,0.531,0.431,Muy Alta,0.553,FAO
Sist. Rio Aconcagua y trib,Nogales,Rio Aconcagua,90.6,118.0,226.1,0.566,0.459,Muy Alta,0.717,FAO
Sist. Rio Aconcagua y trib,Nogales,Rio Aconcagua,90.6,118.0,226.1,0.574,0.466,Muy Alta,0.553,FAO
Sist. Rio Aconcagua y trib,Nogales,Rio Aconcagua,90.6,118.0,226.1,0.539,0.438,Muy Alta,0.483,CIREN
Sist. Rio Aconcagua y trib,Nogales,Rio Aconcagua,90.6,118.0,226.1,0.418,0.34,Alta,0.208,CIREN
Sist. Rio Aconcagua y trib,Catemu,Rio Aconcagua,87.5,124.3,183.6,0.478,0.358,Alta,0.467,CIREN
Sist. Rio Aconcagua y trib,Hijuelas,Rio Aconcagua,87.5,103.0,135.0,0.497,0.373,Alta,0.553,FAO
Sist. Rio Aconcagua y trib,San Felipe,Rio Aconcagua,87.5,104.0,147.4,0.638,0.479,Muy Alta,0.553,FAO
Sist. Rio Aconcagua y trib,Catemu,Rio Aconcagua,87.5,104.0,147.4,0.481,0.361,Alta,0.553,FAO
Sist. Rio Aconcagua y trib,Catemu,Rio Aconcagua,87.5,92.1,119.1,0.638,0.479,Muy Alta,0.553,FAO
Sist. Rio Aconcagua y trib,Catemu,Rio Aconcagua,87.5,103.0,135.0,0.436,0.327,Moderada,0.553,FAO
Sist. Rio Aconcagua y trib,Catemu,Rio Aconcagua,87.5,103.0,135.0,0.638,0.479,Muy Alta,0.553,FAO
Sist. Rio Aconcagua y trib,Catemu,Rio Aconcagua,87.5,103.0,135.0,0.501,0.376,Alta,0.553,FAO
Sist. Rio Aconcagua y trib,Llaillay,Rio Aconcagua,87.5,103.0,135.0,0.6,0.45,Muy Alta,0.553,FAO
Sist. Rio Aconcagua y trib,Panquehue,Rio Aconcagua,87.5,84.5,101.0,0.51,0.382,Alta,0.553,FAO
Sist. Rio Aconcagua y trib,Panquehue,Rio Aconcagua,87.5,104.0,147.4,0.35,0.263,Baja,0.0,CIREN
Sist. Rio Aconcagua y trib,Panquehue,Rio Aconcagua,87.5,104.0,147.4,0.339,0.254,Baja,0.0,CIREN
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,87.5,132.4,137.2,0.615,0.461,Muy Alta,0.461,FAO
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.615,0.461,Muy Alta,0.461,FAO
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,78.1,70.1,58.0,0.615,0.346,Alta,0.461,FAO
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,78.1,70.1,58.0,0.713,0.401,Muy Alta,0.461,FAO
Sist. Rio Aconcagua y trib,Calera,Rio Aconcagua,93.8,124.8,244.9,0.48,0.421,Muy Alta,0.208,CIREN
Sist. Rio Aconcagua y trib,Hijuelas,Rio Aconcagua,93.8,124.8,244.9,0.473,0.414,Muy Alta,0.553,FAO
Sist. Rio Aconcagua y trib,Hijuelas,Rio Aconcagua,93.8,124.8,244.9,0.564,0.494,Muy Alta,0.553,FAO
Sist. Rio Aconcagua y trib,Hijuelas,Rio Aconcagua,87.5,117.6,168.3,0.474,0.355,Alta,0.553,FAO
Sist. Rio Aconcagua y trib,Nogales,Rio Aconcagua,90.6,118.0,226.1,0.447,0.363,Alta,0.553,FAO
Sist. Rio Aconcagua y trib,Llaillay,Rio Aconcagua,87.5,103.0,135.0,0.508,0.381,Alta,0.553,FAO
Sist. Rio Aconcagua y trib,Llaillay,Rio Aconcagua,87.5,117.6,168.3,0.473,0.355,Alta,0.483,CIREN
Sist. Rio Aconcagua y trib,Llaillay,Rio Aconcagua,87.5,117.6,168.3,0.471,0.353,Alta,0.553,FAO
Sist. Rio Aconcagua y trib,Hijuelas,Rio Aconcagua,87.5,103.0,135.0,0.508,0.381,Alta,0.553,FAO
Sist. Rio Aconcagua y trib,San Esteban,Rio Aconcagua,65.6,68.1,22.0,0.667,0.208,Muy Baja,0.461,FAO
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,81.2,63.4,50.8,0.323,0.202,Muy Baja,0.0,CIREN
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,75.0,55.4,31.8,0.494,0.247,Baja,0.553,FAO
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,75.0,55.4,31.8,0.5,0.25,Baja,0.553,FAO
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,75.0,55.4,31.8,0.486,0.243,Baja,0.544,CIREN
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,75.0,55.4,31.8,0.636,0.318,Moderada,0.461,FAO
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,75.0,55.4,31.8,0.431,0.216,Muy Baja,0.461,FAO
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,62.5,51.1,24.6,0.417,0.104,Muy Baja,0.461,FAO
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,62.5,51.1,24.6,0.426,0.107,Muy Baja,0.461,FAO
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,62.5,51.1,24.6,0.425,0.106,Muy Baja,0.461,FAO
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,62.5,51.1,24.6,0.622,0.155,Muy Baja,0.461,FAO
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,75.0,55.4,31.8,0.632,0.316,Moderada,0.461,FAO
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,62.5,51.1,24.6,0.688,0.172,Muy Baja,0.461,FAO
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,62.5,51.1,24.6,0.639,0.16,Muy Baja,0.461,FAO
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,62.5,51.1,24.6,0.661,0.165,Muy Baja,0.461,FAO
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,62.5,51.1,24.6,0.615,0.154,Muy Baja,0.461,FAO
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,62.5,51.1,24.6,0.714,0.178,Muy Baja,0.461,FAO
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,62.5,51.1,24.6,0.618,0.155,Muy Baja,0.461,FAO
Sist. Rio Aconcagua y trib,Los Andes,Rio Aconcagua,62.5,51.1,24.6,0.615,0.154,Muy Baja,0.461,FAO
Sist. Rio Aconcagua y trib,San Esteban,Rio Aconcagua,75.0,55.4,31.8,0.6,0.3,Moderada,0.4,CIREN
Sist. Rio Aconcagua y trib,San Esteban,Rio Aconcagua,75.0,55.4,31.8,0.415,0.208,Muy Baja,0.384,CIREN
Sist. Rio Aconcagua y trib,San Esteban,Rio Aconcagua,75.0,55.4,31.8,0.715,0.358,Alta,0.553,FAO
Sist. Rio Aconcagua y trib,San Esteban,Rio Aconcagua,75.0,55.4,31.8,0.414,0.207,Muy Baja,0.461,FAO
Sist. Rio Aconcagua y trib,San Esteban,Rio Aconcagua,75.0,55.4,31.8,0.678,0.339,Alta,0.461,FAO
Sist. Rio Aconcagua y trib,San Esteban,Rio Aconcagua,62.5,51.1,24.6,0.615,0.154,Muy Baja,0.461,FAO
Sist. Rio Aconcagua y trib,San Esteban,Rio Aconcagua,75.0,55.4,31.8,0.615,0.308,Moderada,0.461,FAO
Sist. Rio Aconcagua y trib,San Esteban,Rio Aconcagua,75.0,55.4,31.8,0.615,0.308,Moderada,0.461,FAO
Sist. Rio Aconcagua y trib,San Esteban,Rio Aconcagua,62.5,51.1,24.6,0.615,0.154,Muy Baja,0.461,FAO
Sist. Rio Aconcagua y trib,San Esteban,Rio Aconcagua,75.0,55.4,31.8,0.518,0.259,Baja,0.461,FAO
Sist. Rio Aconcagua y trib,San Esteban,Rio Aconcagua,62.5,51.1,24.6,0.684,0.171,Muy Baja,0.461,FAO
Sist. Rio Aconcagua y trib,San Esteban,Rio Aconcagua,62.5,51.1,24.6,0.615,0.154,Muy Baja,0.461,FAO
Sist. Rio Aconcagua y trib,San Esteban,Rio Aconcagua,62.5,51.1,24.6,0.615,0.154,Muy Baja,0.461,FAO
Sist. Rio Aconcagua y trib,San Esteban,Rio Aconcagua,62.5,51.1,24.6,0.695,0.174,Muy Baja,0.461,FAO
Sist. Rio Aconcagua y trib,San Esteban,Rio Aconcagua,62.5,51.1,24.6,0.514,0.129,Muy Baja,0.461,FAO
