nom_humed,comuna,serie_suelo,textura,permeabilidad,drenaje,cap_campo_pct,arcilla_pct,inundacion,expo_suelo,fuente_suelo
Sin información,Santo Domingo,ASOCIACION LA MANGA,MODERADAMENTE FINA,LENTA,BUENO,,,NO EXISTE,0.6,CIREN
Sin información,Santo Domingo,ASOCIACION LA MANGA,MODERADAMENTE FINA,LENTA,BUENO,,,NO EXISTE,0.6,CIREN
Sin información,Santo Domingo,ASOCIACION LA MANGA,MODERADAMENTE FINA,LENTA,BUENO,,,NO EXISTE,0.6,CIREN
Sin información,Santo Domingo,ASOCIACION LA MANGA,MODERADAMENTE FINA,LENTA,BUENO,,,NO EXISTE,0.6,CIREN
Sin información,Santo Domingo,ASOCIACION LA MANGA,MODERADAMENTE FINA,LENTA,BUENO,,,NO EXISTE,0.6,CIREN
Sin información,Santo Domingo,ASOCIACION LA MANGA,MODERADAMENTE FINA,LENTA,BUENO,,,NO EXISTE,0.6,CIREN
Sin información,Santo Domingo,ASOCIACION LA MANGA,MODERADAMENTE FINA,LENTA,BUENO,,,NO EXISTE,0.6,CIREN
Sin información,Santo Domingo,ASOCIACION LA MANGA,MODERADAMENTE FINA,LENTA,BUENO,,,NO EXISTE,0.6,CIREN
Sin información,Santo Domingo,MISCELANEOS,,,MUY POBRE,,,MUY FRECUENTE,1.0,CIREN
Sin información,Santo Domingo,ASOCIACION LA MANGA,MODERADAMENTE FINA,LENTA,BUENO,,,NO EXISTE,0.6,CIREN
Sin información,San Antonio,CODIGUA,MEDIA,RAPIDA,MODERADO,22.0,19.7,NO EXISTE,0.364,CIREN
Sin información,San Antonio,CODIGUA,MEDIA,RAPIDA,MODERADO,22.0,19.7,NO EXISTE,0.364,CIREN
Sin información,San Antonio,BOCHINCHE,MODERADAMENTE GRUESA,LENTA,BUENO,,9.8,NO EXISTE,0.379,CIREN
Sin información,San Antonio,BOCHINCHE,MODERADAMENTE GRUESA,LENTA,BUENO,,9.8,NO EXISTE,0.379,CIREN
