nom_humed,comuna,dist_rio_m,dist_rio_mayor_m,prox_rio,prox_rio_mayor
Sin información,Los Andes,263.0,263.0,0.859,0.931
Sin información,Los Andes,199.0,199.0,0.904,0.953
Sin información,Los Andes,120.0,120.0,0.958,0.98
Sin información,Los Andes,140.0,140.0,0.945,0.973
Sin información,Los Andes,291.0,367.0,0.839,0.895
Sin información,Los Andes,141.0,141.0,0.944,0.972
Sin información,Los Andes,372.0,372.0,0.783,0.894
Sin información,Los Andes,181.0,181.0,0.916,0.959
Sin información,Los Andes,413.0,413.0,0.755,0.88
Sin información,Los Andes,153.0,595.0,0.935,0.818
Sin información,Los Andes,238.0,270.0,0.876,0.929
Sin información,Los Andes,503.0,564.0,0.692,0.829
Sin información,Los Andes,183.0,183.0,0.914,0.958
Sin información,Los Andes,108.0,108.0,0.966,0.984
Sin información,Los Andes,693.0,716.0,0.561,0.777
Sin información,Los Andes,177.0,177.0,0.919,0.96
Sin información,Los Andes,42.0,42.0,1.0,1.0
Sin información,Los Andes,38.0,38.0,1.0,1.0
Sin información,Los Andes,92.0,92.0,0.977,0.989
Sin información,Los Andes,200.0,200.0,0.903,0.952
Sin información,Los Andes,214.0,1267.0,0.893,0.59
Sin información,Los Andes,203.0,203.0,0.901,0.951
Sin información,Los Andes,51.0,51.0,1.0,1.0
Sin información,Los Andes,723.0,993.0,0.539,0.683
Sin información,Los Andes,4.0,20.0,1.0,1.0
Sin información,Los Andes,3.0,712.0,1.0,0.778
Sin información,Los Andes,0.0,0.0,1.0,1.0
Sin información,Los Andes,296.0,1648.0,0.836,0.46
Sin información,Los Andes,3.0,3.0,1.0,1.0
Sin información,Los Andes,57.0,57.0,1.0,1.0
Sin información,Los Andes,32.0,32.0,1.0,1.0
Sin información,Los Andes,68.0,68.0,0.995,0.997
Sin información,Los Andes,128.0,128.0,0.953,0.977
Sin información,Los Andes,19.0,19.0,1.0,1.0
Sin información,Los Andes,138.0,138.0,0.946,0.974
Sin información,Los Andes,89.0,420.0,0.98,0.877
Sin información,Los Andes,0.0,0.0,1.0,1.0
Sin información,Los Andes,71.0,71.0,0.992,0.996
Sin información,Los Andes,814.0,905.0,0.476,0.713
Sin información,Los Andes,415.0,1591.0,0.754,0.479
Sin información,Los Andes,43.0,51.0,1.0,1.0
Sin información,Los Andes,223.0,223.0,0.886,0.944
Sin información,Los Andes,64.0,99.0,0.997,0.987
Sin información,Los Andes,39.0,39.0,1.0,1.0
Sin información,Los Andes,9.0,1174.0,1.0,0.621
Sin información,Los Andes,16.0,16.0,1.0,1.0
Sin información,Los Andes,46.0,46.0,1.0,1.0
Sin información,Los Andes,141.0,647.0,0.944,0.8
Sin información,Los Andes,38.0,1125.0,1.0,0.638
Sin información,Los Andes,90.0,90.0,0.979,0.99
Sin información,Los Andes,272.0,658.0,0.853,0.796
Sin información,Los Andes,4.0,493.0,1.0,0.853
Sin información,Los Andes,65.0,205.0,0.996,0.951
Sin información,Los Andes,106.0,1322.0,0.968,0.571
Sin información,Los Andes,449.0,858.0,0.73,0.729
Sin información,Los Andes,33.0,672.0,1.0,0.792
Sin información,Los Andes,82.0,310.0,0.984,0.915
Sin información,Los Andes,24.0,1278.0,1.0,0.586
Sin información,Los Andes,73.0,784.0,0.991,0.754
Sin información,Los Andes,26.0,1511.0,1.0,0.506
Sin información,Los Andes,160.0,160.0,0.931,0.966
Sin información,Los Andes,35.0,35.0,1.0,1.0
Sin información,Los Andes,75.0,2035.0,0.99,0.328
Sin información,Los Andes,950.0,1131.0,0.382,0.636
Sin información,Los Andes,1016.0,1039.0,0.336,0.667
Sin información,Los Andes,1044.0,1044.0,0.317,0.665
Sin información,Los Andes,115.0,1870.0,0.962,0.385
Sin información,Los Andes,799.0,799.0,0.487,0.749
Sin información,Los Andes,59.0,1956.0,1.0,0.355
Sin información,Los Andes,630.0,630.0,0.604,0.806
Sin información,Los Andes,757.0,757.0,0.516,0.763
Sin información,Los Andes,543.0,543.0,0.665,0.836
Sin información,Los Andes,580.0,580.0,0.639,0.823
Sin información,Los Andes,134.0,134.0,0.948,0.975
Sin información,Los Andes,53.0,53.0,1.0,1.0
Sin información,Los Andes,334.0,334.0,0.81,0.907
Sin información,Los Andes,191.0,191.0,0.909,0.955
Sin información,Los Andes,309.0,309.0,0.827,0.915
Sin información,Los Andes,15.0,80.0,1.0,0.993
Sin información,Los Andes,254.0,270.0,0.866,0.929
Sin información,Los Andes,157.0,157.0,0.933,0.967
Sin información,Los Andes,39.0,39.0,1.0,1.0
Sin información,Los Andes,286.0,286.0,0.843,0.923
Sin información,Los Andes,178.0,178.0,0.918,0.96
Sin información,Los Andes,68.0,68.0,0.994,0.997
Sin información,Los Andes,285.0,614.0,0.844,0.812
Sin información,Los Andes,109.0,109.0,0.966,0.983
Sin información,Los Andes,48.0,48.0,1.0,1.0
Sin información,Los Andes,42.0,42.0,1.0,1.0
Sin información,Los Andes,40.0,40.0,1.0,1.0
Sin información,Los Andes,98.0,740.0,0.974,0.769
Sin información,Los Andes,95.0,95.0,0.976,0.988
Sin información,Los Andes,16.0,38.0,1.0,1.0
Sin información,Los Andes,1.0,1.0,1.0,1.0
Sin información,Los Andes,102.0,102.0,0.971,0.986
Sin información,Los Andes,150.0,150.0,0.938,0.97
Sin información,San Esteban,8.0,86.0,1.0,0.991
Sin información,Los Andes,53.0,254.0,1.0,0.934
Sin información,Los Andes,110.0,110.0,0.965,0.983
Sin información,Los Andes,10.0,239.0,1.0,0.939
Sin información,San Esteban,521.0,589.0,0.68,0.82
Sin información,San Esteban,576.0,636.0,0.641,0.804
Sin información,Los Andes,315.0,315.0,0.823,0.913
Sin información,San Esteban,306.0,1360.0,0.829,0.558
Sin información,San Esteban,260.0,1109.0,0.861,0.643
Sin información,Los Andes,197.0,228.0,0.905,0.943
Sin información,San Esteban,516.0,704.0,0.683,0.781
Sin información,San Esteban,459.0,634.0,0.723,0.805
Sin información,Los Andes,38.0,38.0,1.0,1.0
Sin información,Los Andes,15.0,484.0,1.0,0.856
Sin información,San Esteban,293.0,848.0,0.838,0.732
Sin información,Los Andes,311.0,311.0,0.826,0.915
Sin información,Los Andes,56.0,573.0,1.0,0.825
Sin información,Los Andes,265.0,298.0,0.857,0.919
Sin información,San Esteban,367.0,1182.0,0.787,0.618
Sin información,San Esteban,253.0,253.0,0.866,0.934
Sin información,Los Andes,84.0,516.0,0.983,0.845
Sin información,Los Andes,33.0,1053.0,1.0,0.662
Sin información,San Esteban,69.0,969.0,0.994,0.691
Sin información,Los Andes,3.0,43.0,1.0,1.0
Sin información,Los Andes,7.0,7.0,1.0,1.0
Sin información,Los Andes,69.0,891.0,0.994,0.717
Sin información,Los Andes,521.0,900.0,0.68,0.714
Sin información,Los Andes,43.0,492.0,1.0,0.853
Sin información,San Esteban,392.0,935.0,0.77,0.703
Sin información,San Esteban,435.0,977.0,0.74,0.688
Sin información,Los Andes,522.0,750.0,0.679,0.765
Sin información,Los Andes,45.0,110.0,1.0,0.983
Sin información,Los Andes,155.0,291.0,0.934,0.921
Sin información,Los Andes,159.0,624.0,0.931,0.808
Sin información,San Esteban,745.0,944.0,0.524,0.699
Sin información,San Esteban,509.0,1025.0,0.688,0.672
Sin información,San Esteban,588.0,588.0,0.634,0.821
Sin información,Los Andes,97.0,97.0,0.975,0.988
Sin información,Los Andes,36.0,36.0,1.0,1.0
Sin información,San Esteban,3.0,3.0,1.0,1.0
Sin información,San Esteban,277.0,277.0,0.849,0.926
Sin información,San Esteban,58.0,366.0,1.0,0.896
Sin información,San Esteban,7.0,361.0,1.0,0.898
Sin información,San Esteban,294.0,310.0,0.838,0.915
Sin información,San Esteban,35.0,238.0,1.0,0.94
Sin información,San Esteban,231.0,1196.0,0.881,0.613
Sin información,San Esteban,554.0,1003.0,0.657,0.679
Sin información,San Esteban,709.0,1195.0,0.549,0.614
Sin información,San Esteban,2.0,243.0,1.0,0.938
Sin información,San Esteban,37.0,37.0,1.0,1.0
Sin información,San Esteban,624.0,1279.0,0.609,0.585
Sin información,San Esteban,4.0,4.0,1.0,1.0
Sin información,San Esteban,60.0,60.0,1.0,1.0
Sin información,San Esteban,232.0,232.0,0.88,0.941
Sin información,San Esteban,26.0,26.0,1.0,1.0
Sin información,San Esteban,130.0,130.0,0.951,0.976
Sin información,San Esteban,177.0,177.0,0.919,0.96
Sin información,San Esteban,96.0,1114.0,0.975,0.641
Sin información,San Esteban,4.0,4.0,1.0,1.0
Sin información,San Esteban,19.0,560.0,1.0,0.83
Sin información,San Esteban,14.0,14.0,1.0,1.0
Sin información,San Esteban,556.0,661.0,0.656,0.796
Sin información,San Esteban,1.0,614.0,1.0,0.812
Sin información,San Esteban,239.0,239.0,0.876,0.939
Sin información,San Esteban,181.0,266.0,0.916,0.93
Sin información,San Esteban,373.0,833.0,0.783,0.737
Sin información,San Esteban,106.0,106.0,0.968,0.984
Sin información,San Esteban,145.0,272.0,0.941,0.928
Sin información,San Esteban,44.0,971.0,1.0,0.69
Sin información,San Esteban,75.0,75.0,0.989,0.995
Sin información,San Esteban,8.0,8.0,1.0,1.0
Sin información,San Esteban,894.0,966.0,0.421,0.692
Sin información,San Esteban,43.0,43.0,1.0,1.0
Sin información,San Esteban,406.0,406.0,0.76,0.882
Sin información,San Esteban,369.0,369.0,0.785,0.895
Sin información,San Esteban,271.0,271.0,0.853,0.928
Sin información,San Esteban,2.0,2.0,1.0,1.0
Sin información,San Esteban,112.0,112.0,0.964,0.982
Sin información,San Esteban,437.0,437.0,0.738,0.872
Sin información,San Esteban,334.0,334.0,0.81,0.907
Sin información,San Esteban,302.0,302.0,0.832,0.918
Sin información,San Esteban,393.0,393.0,0.769,0.887
Sin información,San Esteban,159.0,159.0,0.932,0.966
Sin información,San Esteban,87.0,87.0,0.981,0.991
Sin información,San Esteban,66.0,66.0,0.996,0.998
Sin información,San Esteban,253.0,348.0,0.866,0.902
Sin información,San Esteban,401.0,401.0,0.764,0.884
Sin información,San Esteban,52.0,52.0,1.0,1.0
Sin información,San Esteban,502.0,502.0,0.693,0.85
Sin información,San Esteban,15.0,15.0,1.0,1.0
Sin información,San Esteban,111.0,111.0,0.965,0.983
Sin información,San Esteban,40.0,292.0,1.0,0.921
Sin información,San Esteban,114.0,114.0,0.962,0.982
Sin información,San Esteban,30.0,30.0,1.0,1.0
Sin información,San Esteban,44.0,44.0,1.0,1.0
Sin información,San Esteban,248.0,654.0,0.87,0.798
Sin información,San Esteban,8.0,207.0,1.0,0.95
Sin información,San Esteban,66.0,66.0,0.996,0.998
Sin información,San Esteban,654.0,654.0,0.587,0.798
Sin información,San Esteban,29.0,451.0,1.0,0.867
Sin información,San Esteban,54.0,54.0,1.0,1.0
Sin información,San Esteban,13.0,13.0,1.0,1.0
Sin información,San Esteban,24.0,24.0,1.0,1.0
Sin información,San Esteban,252.0,892.0,0.867,0.717
Sin información,San Esteban,130.0,226.0,0.951,0.944
Sin información,San Esteban,537.0,537.0,0.669,0.838
Sin información,San Esteban,518.0,518.0,0.682,0.844
Sin información,San Esteban,44.0,897.0,1.0,0.715
Sin información,San Esteban,103.0,103.0,0.97,0.985
Sin información,San Esteban,88.0,88.0,0.981,0.99
Sin información,San Esteban,56.0,1114.0,1.0,0.642
Sin información,San Esteban,72.0,72.0,0.992,0.996
Sin información,San Esteban,53.0,53.0,1.0,1.0
Sin información,San Esteban,71.0,1263.0,0.992,0.591
Sin información,San Esteban,9.0,9.0,1.0,1.0
Sin información,San Esteban,70.0,322.0,0.993,0.911
Sin información,San Esteban,4.0,179.0,1.0,0.959
Sin información,San Esteban,104.0,104.0,0.969,0.985
Sin información,San Esteban,709.0,709.0,0.549,0.779
Sin información,San Esteban,2.0,2.0,1.0,1.0
Sin información,San Esteban,14.0,427.0,1.0,0.875
Sin información,San Esteban,568.0,568.0,0.647,0.827
Sin información,San Esteban,156.0,156.0,0.934,0.967
Sin información,San Esteban,105.0,105.0,0.969,0.985
Sin información,San Esteban,442.0,442.0,0.735,0.87
Sin información,San Esteban,420.0,420.0,0.75,0.878
Sin información,San Esteban,15.0,15.0,1.0,1.0
Sin información,San Esteban,198.0,198.0,0.904,0.953
Sin información,San Esteban,73.0,73.0,0.991,0.996
Sin información,San Esteban,32.0,32.0,1.0,1.0
Sin información,San Esteban,2.0,527.0,1.0,0.841
Sin información,San Esteban,29.0,58.0,1.0,1.0
Sin información,San Esteban,119.0,119.0,0.959,0.98
Sin información,San Esteban,57.0,57.0,1.0,1.0
Sin información,San Esteban,307.0,1484.0,0.829,0.516
Sin información,San Esteban,159.0,296.0,0.931,0.92
Sin información,San Esteban,116.0,1357.0,0.961,0.559
Sin información,San Esteban,20.0,1276.0,1.0,0.586
Sin información,San Esteban,16.0,83.0,1.0,0.992
Sin información,San Esteban,513.0,1185.0,0.685,0.617
Sin información,San Esteban,67.0,880.0,0.995,0.721
Sin información,San Esteban,398.0,1213.0,0.765,0.608
Sin información,San Esteban,36.0,36.0,1.0,1.0
Sin información,San Esteban,195.0,195.0,0.906,0.954
Sin información,San Esteban,270.0,968.0,0.854,0.691
Sin información,San Esteban,35.0,124.0,1.0,0.978
Sin información,San Esteban,633.0,654.0,0.602,0.798
Sin información,San Esteban,175.0,326.0,0.92,0.91
Sin información,San Esteban,102.0,102.0,0.971,0.986
Sin información,San Esteban,54.0,54.0,1.0,1.0
Sin información,San Esteban,334.0,418.0,0.809,0.878
Sin información,San Esteban,376.0,531.0,0.781,0.84
Sin información,San Esteban,854.0,1238.0,0.449,0.599
Sin información,San Esteban,473.0,473.0,0.713,0.859
Sin información,San Esteban,396.0,396.0,0.766,0.886
Sin información,San Esteban,142.0,387.0,0.943,0.889
Sin información,San Esteban,357.0,416.0,0.794,0.879
Sin información,San Esteban,191.0,441.0,0.909,0.87
Sin información,San Esteban,40.0,506.0,1.0,0.848
Sin información,San Esteban,225.0,225.0,0.886,0.944
Sin información,San Esteban,270.0,270.0,0.854,0.929
Sin información,San Esteban,10.0,653.0,1.0,0.798
Sin información,San Esteban,359.0,647.0,0.792,0.8
Sin información,San Esteban,262.0,1293.0,0.86,0.581
Sin información,San Esteban,15.0,43.0,1.0,1.0
Sin información,San Esteban,323.0,885.0,0.817,0.719
Sin información,San Esteban,16.0,1089.0,1.0,0.65
Sin información,San Esteban,203.0,393.0,0.9,0.887
Sin información,San Esteban,260.0,260.0,0.861,0.932
Sin información,San Esteban,83.0,83.0,0.984,0.992
Sin información,San Esteban,222.0,222.0,0.887,0.945
Sin información,San Esteban,215.0,215.0,0.892,0.947
Sin información,San Esteban,593.0,593.0,0.63,0.819
Sin información,San Esteban,608.0,1042.0,0.62,0.666
Sin información,San Esteban,227.0,227.0,0.884,0.943
Sin información,San Esteban,405.0,466.0,0.76,0.862
Sin información,San Esteban,728.0,1623.0,0.536,0.468
Sin información,San Esteban,58.0,340.0,1.0,0.905
Sin información,San Esteban,35.0,854.0,1.0,0.73
Sin información,San Esteban,640.0,1870.0,0.597,0.384
Sin información,San Esteban,300.0,307.0,0.833,0.916
Sin información,San Esteban,814.0,1873.0,0.476,0.383
Sin información,San Esteban,412.0,1080.0,0.755,0.653
Sin información,San Esteban,388.0,751.0,0.772,0.765
Sin información,San Esteban,82.0,82.0,0.985,0.992
Sin información,San Esteban,944.0,1336.0,0.386,0.566
Sin información,San Esteban,20.0,1043.0,1.0,0.666
Sin información,San Esteban,285.0,734.0,0.843,0.771
Sin información,San Esteban,214.0,214.0,0.893,0.948
Sin información,San Esteban,103.0,103.0,0.97,0.985
Sin información,San Esteban,63.0,401.0,0.998,0.884
Sin información,San Esteban,25.0,1094.0,1.0,0.648
Sin información,San Esteban,244.0,1248.0,0.872,0.596
Sin información,San Esteban,43.0,582.0,1.0,0.822
Sin información,San Esteban,77.0,77.0,0.988,0.994
Sin información,San Esteban,162.0,162.0,0.929,0.965
Sin información,San Esteban,397.0,397.0,0.766,0.885
Sin información,San Esteban,48.0,191.0,1.0,0.955
Sin información,San Esteban,56.0,897.0,1.0,0.715
Sin información,San Esteban,110.0,635.0,0.965,0.805
Sin información,San Esteban,338.0,1285.0,0.807,0.583
Sin información,San Esteban,239.0,956.0,0.876,0.695
Sin información,San Esteban,419.0,1007.0,0.751,0.678
Sin información,San Esteban,88.0,88.0,0.981,0.991
Sin información,San Esteban,29.0,501.0,1.0,0.85
Sin información,San Esteban,149.0,149.0,0.938,0.97
Sin información,San Esteban,238.0,238.0,0.876,0.939
Sin información,San Esteban,443.0,915.0,0.734,0.709
Sin información,San Esteban,43.0,43.0,1.0,1.0
Sin información,San Esteban,19.0,19.0,1.0,1.0
Sin información,San Esteban,123.0,1005.0,0.956,0.678
Sin información,San Esteban,226.0,226.0,0.884,0.943
Sin información,San Esteban,59.0,59.0,1.0,1.0
Sin información,San Esteban,72.0,72.0,0.992,0.996
Sin información,San Esteban,0.0,0.0,1.0,1.0
Sin información,San Esteban,39.0,840.0,1.0,0.735
Sin información,San Esteban,347.0,347.0,0.801,0.902
Sin información,San Esteban,117.0,117.0,0.96,0.981
Sin información,San Esteban,115.0,1595.0,0.962,0.478
Sin información,San Esteban,241.0,332.0,0.874,0.907
Sin información,San Esteban,158.0,1879.0,0.932,0.381
Sin información,San Esteban,65.0,163.0,0.997,0.965
Sin información,San Esteban,195.0,952.0,0.906,0.696
Sin información,San Esteban,509.0,509.0,0.688,0.847
Sin información,San Esteban,554.0,801.0,0.657,0.748
Sin información,San Esteban,45.0,45.0,1.0,1.0
Sin información,San Esteban,14.0,14.0,1.0,1.0
Sin información,San Esteban,55.0,460.0,1.0,0.864
Sin información,San Esteban,409.0,1070.0,0.758,0.657
Sin información,San Esteban,414.0,946.0,0.754,0.699
Sin información,San Esteban,533.0,931.0,0.672,0.704
Sin información,San Esteban,461.0,932.0,0.722,0.703
Sin información,San Esteban,658.0,1188.0,0.584,0.616
Sin información,San Esteban,265.0,882.0,0.858,0.72
Sin información,San Esteban,69.0,69.0,0.993,0.997
Sin información,San Esteban,596.0,596.0,0.628,0.818
Sin información,San Esteban,37.0,344.0,1.0,0.903
Sin información,San Esteban,55.0,79.0,1.0,0.994
Sin información,San Esteban,40.0,40.0,1.0,1.0
Sin información,San Esteban,119.0,119.0,0.959,0.98
Sin información,San Esteban,106.0,106.0,0.968,0.984
Sin información,San Esteban,67.0,67.0,0.995,0.998
Sin información,San Esteban,91.0,617.0,0.978,0.811
Sin información,San Esteban,63.0,394.0,0.998,0.886
Sin información,San Esteban,34.0,34.0,1.0,1.0
Sin información,San Esteban,26.0,100.0,1.0,0.986
Sin información,San Esteban,66.0,66.0,0.996,0.998
Sin información,San Esteban,5.0,133.0,1.0,0.975
Sin información,San Esteban,41.0,41.0,1.0,1.0
Sin información,San Esteban,125.0,320.0,0.955,0.912
Sin información,San Esteban,113.0,401.0,0.963,0.884
Sin información,San Esteban,33.0,33.0,1.0,1.0
Sin información,San Esteban,28.0,28.0,1.0,1.0
Sin información,San Esteban,206.0,206.0,0.899,0.95
Sin información,San Esteban,63.0,87.0,0.998,0.991
Sin información,San Esteban,157.0,157.0,0.933,0.967
Sin información,San Esteban,8.0,8.0,1.0,1.0
Sin información,San Esteban,427.0,427.0,0.745,0.875
Sin información,San Esteban,407.0,746.0,0.759,0.767
Sin información,San Esteban,208.0,208.0,0.897,0.95
Sin información,San Esteban,453.0,453.0,0.727,0.866
Sin información,San Esteban,52.0,52.0,1.0,1.0
Sin información,San Esteban,72.0,72.0,0.991,0.996
Sin información,San Esteban,486.0,486.0,0.704,0.855
Sin información,San Esteban,130.0,130.0,0.952,0.976
Sin información,San Esteban,48.0,599.0,1.0,0.817
Sin información,San Esteban,216.0,216.0,0.892,0.947
Sin información,San Esteban,52.0,52.0,1.0,1.0
Sin información,San Esteban,383.0,466.0,0.776,0.862
Sin información,San Esteban,15.0,15.0,1.0,1.0
Sin información,San Esteban,10.0,390.0,1.0,0.888
Sin información,San Esteban,4.0,4.0,1.0,1.0
Sin información,San Esteban,45.0,45.0,1.0,1.0
Sin información,San Esteban,10.0,77.0,1.0,0.994
Sin información,San Esteban,33.0,33.0,1.0,1.0
Sin información,San Esteban,151.0,151.0,0.937,0.969
Sin información,San Esteban,223.0,473.0,0.887,0.859
Sin información,San Esteban,228.0,454.0,0.883,0.866
Sin información,San Esteban,35.0,757.0,1.0,0.763
Sin información,San Esteban,90.0,90.0,0.98,0.99
Sin información,San Esteban,12.0,12.0,1.0,1.0
Sin información,San Esteban,44.0,44.0,1.0,1.0
Sin información,San Esteban,38.0,38.0,1.0,1.0
Sin información,San Esteban,12.0,12.0,1.0,1.0
Sin información,San Esteban,80.0,80.0,0.986,0.993
Sin información,San Esteban,31.0,31.0,1.0,1.0
Sin información,San Esteban,54.0,54.0,1.0,1.0
Sin información,San Esteban,8.0,8.0,1.0,1.0
Sin información,San Esteban,123.0,123.0,0.956,0.979
Sin información,San Esteban,56.0,56.0,1.0,1.0
Sin información,San Esteban,2.0,2.0,1.0,1.0
Sin información,San Esteban,13.0,13.0,1.0,1.0
Sin información,San Esteban,44.0,44.0,1.0,1.0
Sin información,San Esteban,64.0,64.0,0.998,0.999
Sin información,San Esteban,4.0,4.0,1.0,1.0
Sin información,San Esteban,13.0,13.0,1.0,1.0
Sin información,Putaendo,223.0,964.0,0.887,0.692
Sin información,Putaendo,12.0,610.0,1.0,0.813
Sin información,Putaendo,136.0,321.0,0.947,0.911
Sin información,Putaendo,3.0,3.0,1.0,1.0
Sin información,Putaendo,97.0,240.0,0.974,0.939
Sin información,Putaendo,4.0,4.0,1.0,1.0
Sin información,Putaendo,35.0,35.0,1.0,1.0
Sin información,Putaendo,113.0,113.0,0.963,0.982
Sin información,Putaendo,345.0,345.0,0.802,0.903
Sin información,Putaendo,70.0,114.0,0.993,0.982
Sin información,Putaendo,38.0,38.0,1.0,1.0
Sin información,Putaendo,307.0,307.0,0.828,0.916
Sin información,Putaendo,69.0,69.0,0.993,0.997
Sin información,Putaendo,33.0,33.0,1.0,1.0
Sin información,Putaendo,16.0,16.0,1.0,1.0
Sin información,Putaendo,2.0,2.0,1.0,1.0
Sin información,Putaendo,173.0,173.0,0.921,0.961
Sin información,Putaendo,16.0,16.0,1.0,1.0
Sin información,Putaendo,329.0,490.0,0.813,0.854
Sin información,Putaendo,4.0,1349.0,1.0,0.561
Sin información,Putaendo,207.0,207.0,0.898,0.95
Sin información,Putaendo,157.0,157.0,0.932,0.967
Sin información,Putaendo,38.0,38.0,1.0,1.0
Sin información,Putaendo,47.0,667.0,1.0,0.794
Sin información,Putaendo,372.0,372.0,0.784,0.894
Sin información,Putaendo,121.0,143.0,0.958,0.972
Sin información,Putaendo,23.0,23.0,1.0,1.0
Sin información,Putaendo,121.0,121.0,0.958,0.979
Sin información,Putaendo,2.0,2.0,1.0,1.0
Sin información,Los Andes,466.0,1275.0,0.718,0.587
Sin información,Los Andes,139.0,139.0,0.945,0.973
Sin información,Los Andes,47.0,166.0,1.0,0.964
Sin información,Los Andes,29.0,29.0,1.0,1.0
Sin información,Los Andes,28.0,28.0,1.0,1.0
Sin información,Los Andes,5.0,5.0,1.0,1.0
Sin información,Los Andes,8.0,325.0,1.0,0.91
Sin información,Los Andes,103.0,426.0,0.97,0.875
Sin información,Los Andes,36.0,1287.0,1.0,0.583
Sin información,San Esteban,11.0,1293.0,1.0,0.581
Sin información,San Esteban,69.0,69.0,0.993,0.997
Sin información,San Esteban,8.0,115.0,1.0,0.981
Sin información,San Esteban,64.0,430.0,0.998,0.874
Sin información,Putaendo,333.0,1016.0,0.811,0.675
Sin información,Putaendo,930.0,930.0,0.396,0.704
Sin información,Putaendo,35.0,35.0,1.0,1.0
Sin información,Putaendo,268.0,911.0,0.855,0.71
Sin información,Putaendo,85.0,85.0,0.983,0.991
Sin información,Limache,59.0,500.0,1.0,0.85
Sin información,Villa Alemana,27.0,884.0,1.0,0.72
Sin información,Limache,294.0,294.0,0.838,0.921
Sin información,Limache,286.0,324.0,0.843,0.91
Estero Pelumpen y Granizo,Limache,16.0,226.0,1.0,0.944
Sin información,Quillota,345.0,345.0,0.802,0.903
Sin información,Quintero,580.0,1812.0,0.639,0.404
Sin información,Quillota,334.0,334.0,0.809,0.907
Estero Mantagua,Quintero,4.0,4.0,1.0,1.0
Estero Mantagua,Quintero,126.0,126.0,0.954,0.978
Estero Mantagua,Quintero,131.0,131.0,0.951,0.976
Estero Mantagua,Quintero,1.0,1.0,1.0,1.0
Sin información,Llaillay,862.0,862.0,0.443,0.727
Estero Mantagua,Quintero,13.0,13.0,1.0,1.0
Estero Mantagua,Quintero,21.0,21.0,1.0,1.0
Sin información,Hijuelas,380.0,380.0,0.778,0.891
Sector Estero Mala Cara 6,Quintero,287.0,287.0,0.842,0.923
Sin información,Hijuelas,91.0,91.0,0.978,0.989
Sin información,Quintero,160.0,160.0,0.931,0.966
Sin información,Panquehue,50.0,50.0,1.0,1.0
Sin información,Panquehue,1433.0,1456.0,0.047,0.525
Sin información,Catemu,603.0,603.0,0.623,0.815
Sin información,Panquehue,1148.0,1148.0,0.244,0.63
Sin información,Puchuncaví,345.0,345.0,0.802,0.903
Sin información,Puchuncaví,111.0,647.0,0.964,0.8
Sin información,Puchuncaví,32.0,608.0,1.0,0.813
Estero Puchuncavi - Campiche,Puchuncaví,31.0,31.0,1.0,1.0
Sin información,Puchuncaví,10.0,10.0,1.0,1.0
Sin información,Panquehue,194.0,194.0,0.907,0.955
Sin información,San Esteban,29.0,1472.0,1.0,0.52
Sin información,San Esteban,554.0,774.0,0.657,0.757
Sin información,Cabildo,1212.0,1212.0,0.2,0.608
Sin información,Cabildo,770.0,770.0,0.507,0.759
Sin información,Papudo,456.0,456.0,0.725,0.865
Sin información,La Ligua,61.0,828.0,0.999,0.739
Sin información,Cabildo,171.0,171.0,0.923,0.962
Sin información,Cabildo,110.0,110.0,0.965,0.983
Sin información,Petorca,346.0,346.0,0.801,0.903
Sin información,Petorca,235.0,235.0,0.879,0.941
Sin información,Petorca,220.0,220.0,0.889,0.945
Sin información,Petorca,197.0,242.0,0.905,0.938
Sin información,Petorca,1182.0,1182.0,0.221,0.618
Sin información,Petorca,72.0,72.0,0.992,0.996
Sin información,Petorca,69.0,248.0,0.994,0.936
Sin información,Petorca,246.0,523.0,0.871,0.842
Estero Mala Cara,Quintero,4.0,4.0,1.0,1.0
"Esteros Vina del Mar, Quilpue y trib",Villa Alemana,21.0,21.0,1.0,1.0
"Esteros Vina del Mar, Quilpue y trib",Quilpué,7.0,7.0,1.0,1.0
"Esteros Vina del Mar, Quilpue y trib",Quilpué,10.0,10.0,1.0,1.0
"Esteros Vina del Mar, Quilpue y trib",Quilpué,33.0,33.0,1.0,1.0
"Esteros Vina del Mar, Quilpue y trib",Quilpué,36.0,40.0,1.0,1.0
"Esteros Vina del Mar, Quilpue y trib",Viña del Mar,3.0,74.0,1.0,0.995
"Esteros Vina del Mar, Quilpue y trib",Viña del Mar,24.0,24.0,1.0,1.0
"Esteros Vina del Mar, Quilpue y trib",Viña del Mar,5.0,5.0,1.0,1.0
"Esteros Vina del Mar, Quilpue y trib",Villa Alemana,4.0,4.0,1.0,1.0
Embalse sector Quebrada Los Coiles,San Antonio,61.0,61.0,0.999,1.0
Rio Rapel (sector el rincon),Santo Domingo,31.0,31.0,1.0,1.0
Sin información,Santo Domingo,272.0,272.0,0.853,0.928
Sin información,Santo Domingo,586.0,586.0,0.635,0.821
Sin información,Santo Domingo,3.0,3.0,1.0,1.0
Sin información,Santo Domingo,38.0,38.0,1.0,1.0
Sin información,Santo Domingo,2.0,2.0,1.0,1.0
Sin información,Santo Domingo,35.0,35.0,1.0,1.0
Sin información,Santo Domingo,55.0,55.0,1.0,1.0
Sin información,Santo Domingo,31.0,31.0,1.0,1.0
Sin información,Santo Domingo,103.0,103.0,0.97,0.985
