nom_humed,comuna,dist_rio_m,dist_rio_mayor_m,prox_rio,prox_rio_mayor
Sin información,Calle Larga,460.0,503.0,0.722,0.849
Sin información,Los Andes,294.0,294.0,0.837,0.92
Sin información,Los Andes,101.0,1337.0,0.971,0.566
Sin información,Calle Larga,66.0,456.0,0.996,0.865
Sin información,Los Andes,22.0,202.0,1.0,0.952
Sin información,Los Andes,51.0,1448.0,1.0,0.528
Sin información,Los Andes,182.0,272.0,0.916,0.928
Sin información,Los Andes,10.0,10.0,1.0,1.0
Sin información,Calle Larga,71.0,71.0,0.992,0.996
Sin información,Calle Larga,2.0,1168.0,1.0,0.623
Sin información,Los Andes,83.0,488.0,0.984,0.855
Sin información,Los Andes,36.0,36.0,1.0,1.0
Sin información,Los Andes,163.0,816.0,0.928,0.743
Sin información,Los Andes,37.0,688.0,1.0,0.786
Sin información,Los Andes,205.0,1189.0,0.899,0.616
Sin información,Calle Larga,79.0,241.0,0.987,0.938
Sin información,Los Andes,499.0,1914.0,0.695,0.369
Sin información,Los Andes,531.0,1160.0,0.673,0.626
Sin información,Los Andes,327.0,801.0,0.815,0.748
Sin información,Los Andes,413.0,1793.0,0.755,0.411
Sin información,Calle Larga,429.0,892.0,0.744,0.717
Sin información,Los Andes,871.0,1776.0,0.437,0.416
Sin información,Los Andes,402.0,402.0,0.763,0.884
Sin información,Calle Larga,347.0,496.0,0.801,0.852
Sin información,Los Andes,220.0,253.0,0.889,0.934
Sin información,Los Andes,1058.0,2370.0,0.307,0.214
Sin información,Los Andes,555.0,854.0,0.656,0.73
Sin información,Los Andes,212.0,212.0,0.894,0.948
Sin información,Los Andes,391.0,734.0,0.77,0.771
Sin información,Calle Larga,224.0,775.0,0.886,0.757
Sin información,Calle Larga,175.0,1044.0,0.92,0.665
Sin información,Los Andes,171.0,732.0,0.923,0.772
Sin información,Calle Larga,291.0,799.0,0.839,0.749
Sin información,Calle Larga,94.0,802.0,0.977,0.748
Sin información,Los Andes,360.0,1089.0,0.792,0.65
Sin información,Calle Larga,247.0,567.0,0.87,0.828
Sin información,Calle Larga,32.0,591.0,1.0,0.819
Sin información,Calle Larga,125.0,383.0,0.955,0.89
Sin información,Calle Larga,1.0,308.0,1.0,0.916
Sin información,Calle Larga,166.0,345.0,0.926,0.903
Sin información,Calle Larga,317.0,918.0,0.822,0.708
Sin información,Calle Larga,56.0,220.0,1.0,0.945
Sin información,Los Andes,289.0,289.0,0.841,0.922
Sin información,Los Andes,35.0,853.0,1.0,0.73
Sin información,Calle Larga,65.0,380.0,0.997,0.891
Sin información,Calle Larga,55.0,795.0,1.0,0.75
Sin información,Los Andes,30.0,30.0,1.0,1.0
Sin información,Calle Larga,12.0,223.0,1.0,0.945
Sin información,Los Andes,30.0,688.0,1.0,0.786
Sin información,Los Andes,261.0,261.0,0.86,0.932
Sin información,Los Andes,37.0,202.0,1.0,0.952
Sin información,Los Andes,48.0,48.0,1.0,1.0
Sin información,Los Andes,22.0,845.0,1.0,0.733
Sin información,Los Andes,6.0,148.0,1.0,0.97
Sin información,Los Andes,44.0,44.0,1.0,1.0
Sin información,Los Andes,10.0,935.0,1.0,0.702
Sin información,Los Andes,69.0,427.0,0.994,0.875
Sin información,Calle Larga,268.0,287.0,0.856,0.923
Sin información,Los Andes,203.0,286.0,0.9,0.923
Sin información,Los Andes,8.0,8.0,1.0,1.0
Sin información,Los Andes,69.0,205.0,0.994,0.951
Sin información,Los Andes,14.0,14.0,1.0,1.0
Sin información,Los Andes,79.0,79.0,0.987,0.994
Sin información,Los Andes,3.0,219.0,1.0,0.946
Sin información,Los Andes,87.0,87.0,0.981,0.991
Sin información,Los Andes,312.0,312.0,0.825,0.914
Sin información,Calle Larga,33.0,272.0,1.0,0.928
Sin información,Los Andes,13.0,13.0,1.0,1.0
Sin información,Los Andes,27.0,27.0,1.0,1.0
Sin información,Los Andes,13.0,13.0,1.0,1.0
Sin información,Los Andes,213.0,213.0,0.894,0.948
Sin información,Los Andes,157.0,157.0,0.932,0.967
Sin información,Los Andes,17.0,98.0,1.0,0.987
Sin información,Los Andes,101.0,1010.0,0.972,0.677
Sin información,Los Andes,30.0,30.0,1.0,1.0
Sin información,Los Andes,12.0,122.0,1.0,0.979
Sin información,Calle Larga,294.0,324.0,0.837,0.91
Sin información,Los Andes,496.0,496.0,0.697,0.852
Sin información,Los Andes,341.0,352.0,0.805,0.901
Sin información,Calle Larga,73.0,1762.0,0.991,0.421
Sin información,Calle Larga,124.0,1745.0,0.956,0.427
Sin información,Los Andes,202.0,202.0,0.901,0.952
Sin información,Los Andes,2.0,386.0,1.0,0.889
Sin información,Calle Larga,193.0,193.0,0.908,0.955
Sin información,Los Andes,62.0,62.0,0.998,0.999
Sin información,Los Andes,513.0,544.0,0.686,0.835
Sin información,Los Andes,26.0,1294.0,1.0,0.58
Sin información,Los Andes,35.0,672.0,1.0,0.792
Sin información,Los Andes,11.0,11.0,1.0,1.0
Sin información,Los Andes,317.0,576.0,0.822,0.825
Sin información,Los Andes,748.0,748.0,0.522,0.766
Sin información,Los Andes,1003.0,1003.0,0.345,0.679
Sin información,Los Andes,289.0,367.0,0.841,0.896
Sin información,Calle Larga,133.0,667.0,0.95,0.793
Sin información,Los Andes,596.0,596.0,0.628,0.818
Sin información,Los Andes,29.0,29.0,1.0,1.0
Sin información,Los Andes,36.0,36.0,1.0,1.0
Sin información,Los Andes,1074.0,1074.0,0.296,0.655
Sin información,Los Andes,325.0,325.0,0.816,0.91
Sin información,Los Andes,200.0,200.0,0.902,0.952
Sin información,Los Andes,505.0,505.0,0.691,0.849
Sin información,Los Andes,220.0,220.0,0.889,0.945
Sin información,Los Andes,552.0,552.0,0.658,0.833
Sin información,Calle Larga,403.0,799.0,0.762,0.749
Sin información,Los Andes,173.0,173.0,0.922,0.962
Sin información,Calle Larga,33.0,1209.0,1.0,0.609
Sin información,Calle Larga,29.0,1126.0,1.0,0.637
Sin información,Calle Larga,330.0,1242.0,0.813,0.598
Sin información,Los Andes,461.0,461.0,0.722,0.864
Sin información,Los Andes,340.0,340.0,0.806,0.905
Sin información,Calle Larga,83.0,841.0,0.984,0.734
Sin información,Calle Larga,0.0,847.0,1.0,0.732
Sin información,Los Andes,35.0,458.0,1.0,0.865
Sin información,Los Andes,127.0,486.0,0.953,0.855
Sin información,Los Andes,307.0,489.0,0.828,0.854
Sin información,Los Andes,29.0,29.0,1.0,1.0
Sin información,Los Andes,125.0,246.0,0.955,0.937
Sin información,Los Andes,597.0,597.0,0.627,0.817
Sin información,Los Andes,587.0,719.0,0.634,0.776
Sin información,Los Andes,783.0,1069.0,0.498,0.657
Sin información,Los Andes,318.0,488.0,0.821,0.855
Sin información,Los Andes,31.0,228.0,1.0,0.943
Sin información,Los Andes,8.0,8.0,1.0,1.0
Sin información,Los Andes,251.0,251.0,0.868,0.935
Sin información,Los Andes,184.0,184.0,0.914,0.958
Sin información,Los Andes,6.0,704.0,1.0,0.781
Sin información,Los Andes,133.0,133.0,0.95,0.975
Sin información,Los Andes,22.0,22.0,1.0,1.0
Sin información,Los Andes,42.0,42.0,1.0,1.0
Sin información,Calle Larga,216.0,216.0,0.892,0.947
Sin información,Los Andes,217.0,1208.0,0.891,0.61
Sin información,Los Andes,10.0,10.0,1.0,1.0
Sin información,Los Andes,164.0,863.0,0.928,0.727
Sin información,Los Andes,6.0,6.0,1.0,1.0
Sist. Rio Aconcagua y trib,Calle Larga,88.0,88.0,0.981,0.991
Sin información,Los Andes,12.0,12.0,1.0,1.0
Sin información,Los Andes,265.0,461.0,0.858,0.864
Sin información,Los Andes,7.0,1278.0,1.0,0.586
Sin información,Los Andes,42.0,42.0,1.0,1.0
Sin información,Los Andes,169.0,649.0,0.924,0.8
Sin información,Calle Larga,26.0,26.0,1.0,1.0
Sin información,Los Andes,49.0,49.0,1.0,1.0
Sin información,Los Andes,17.0,1676.0,1.0,0.45
Sin información,Los Andes,507.0,1133.0,0.69,0.635
Sin información,Los Andes,13.0,959.0,1.0,0.694
Sin información,Los Andes,335.0,988.0,0.809,0.684
Sin información,Calle Larga,666.0,666.0,0.579,0.794
Sin información,Los Andes,814.0,1502.0,0.476,0.51
Sin información,Los Andes,633.0,1008.0,0.602,0.678
Sin información,Los Andes,259.0,389.0,0.862,0.888
Sin información,Los Andes,13.0,196.0,1.0,0.954
Sin información,Los Andes,262.0,262.0,0.86,0.931
Sin información,Los Andes,138.0,138.0,0.946,0.973
Sin información,Los Andes,108.0,108.0,0.967,0.984
Sin información,Los Andes,384.0,1058.0,0.775,0.66
Sin información,Los Andes,15.0,15.0,1.0,1.0
Sin información,Los Andes,230.0,1435.0,0.882,0.532
Sin información,Los Andes,539.0,906.0,0.667,0.712
Sin información,Los Andes,431.0,431.0,0.742,0.874
Sin información,Los Andes,31.0,31.0,1.0,1.0
Sin información,Los Andes,422.0,855.0,0.749,0.73
Sin información,Los Andes,278.0,618.0,0.849,0.81
Sin información,Los Andes,6.0,6.0,1.0,1.0
Sin información,Los Andes,17.0,17.0,1.0,1.0
Sin información,Los Andes,408.0,897.0,0.758,0.715
Sin información,Los Andes,297.0,787.0,0.836,0.753
Sin información,Los Andes,320.0,787.0,0.819,0.753
Sin información,Los Andes,66.0,66.0,0.996,0.998
Sin información,Los Andes,78.0,1236.0,0.987,0.6
Sin información,Los Andes,303.0,1621.0,0.831,0.469
Sin información,Los Andes,82.0,82.0,0.985,0.993
Sin información,Los Andes,11.0,11.0,1.0,1.0
Sin información,Los Andes,20.0,20.0,1.0,1.0
Sin información,Los Andes,655.0,1530.0,0.587,0.5
Sin información,Los Andes,48.0,474.0,1.0,0.859
Sin información,Los Andes,471.0,531.0,0.715,0.84
Sin información,Los Andes,450.0,450.0,0.729,0.867
Sin información,Los Andes,276.0,1239.0,0.85,0.599
Sin información,Los Andes,173.0,1185.0,0.921,0.617
Sin información,Los Andes,160.0,160.0,0.931,0.966
Sin información,Los Andes,89.0,89.0,0.98,0.99
Sin información,Los Andes,464.0,464.0,0.719,0.862
Sin información,Los Andes,70.0,763.0,0.993,0.761
Sin información,Los Andes,119.0,119.0,0.959,0.98
Sin información,Los Andes,505.0,1068.0,0.691,0.657
Sin información,Los Andes,43.0,651.0,1.0,0.799
Sin información,Los Andes,20.0,20.0,1.0,1.0
Sin información,Los Andes,451.0,478.0,0.728,0.858
Sin información,Los Andes,598.0,818.0,0.627,0.742
Sin información,Los Andes,403.0,403.0,0.762,0.883
Sin información,Los Andes,363.0,937.0,0.79,0.702
Sin información,Los Andes,4.0,139.0,1.0,0.973
Sin información,Los Andes,548.0,548.0,0.661,0.834
Sin información,Los Andes,275.0,275.0,0.851,0.927
Sin información,Los Andes,236.0,236.0,0.878,0.94
Sin información,Los Andes,613.0,613.0,0.616,0.812
Sin información,Los Andes,196.0,196.0,0.906,0.954
Sin información,Los Andes,14.0,901.0,1.0,0.714
Sin información,Los Andes,701.0,1481.0,0.555,0.517
Sin información,Los Andes,433.0,433.0,0.741,0.873
Sin información,Los Andes,19.0,21.0,1.0,1.0
Sin información,Los Andes,24.0,24.0,1.0,1.0
Sin información,Los Andes,194.0,194.0,0.907,0.955
Sin información,Los Andes,60.0,341.0,1.0,0.904
Sin información,Los Andes,499.0,1419.0,0.695,0.538
Sin información,Los Andes,176.0,819.0,0.92,0.742
Sin información,Los Andes,195.0,195.0,0.906,0.954
Sin información,Los Andes,5.0,5.0,1.0,1.0
Sin información,Los Andes,15.0,15.0,1.0,1.0
Sin información,Los Andes,333.0,333.0,0.811,0.907
Sin información,Los Andes,909.0,1062.0,0.411,0.659
Sin información,Los Andes,20.0,20.0,1.0,1.0
Sin información,Los Andes,503.0,616.0,0.692,0.811
Sin información,Los Andes,399.0,1047.0,0.764,0.664
Sin información,Los Andes,592.0,686.0,0.631,0.787
Sin información,Los Andes,542.0,1130.0,0.665,0.636
Sin información,Los Andes,60.0,60.0,1.0,1.0
Sin información,Los Andes,79.0,79.0,0.987,0.994
Sin información,Los Andes,257.0,496.0,0.863,0.852
Sin información,Los Andes,219.0,370.0,0.89,0.894
Sin información,Los Andes,34.0,34.0,1.0,1.0
Sin información,Los Andes,20.0,69.0,1.0,0.997
Sin información,Los Andes,21.0,210.0,1.0,0.949
Sin información,Los Andes,3.0,424.0,1.0,0.876
Sin información,Los Andes,18.0,746.0,1.0,0.767
Sin información,Los Andes,131.0,586.0,0.951,0.821
Sin información,Calle Larga,23.0,23.0,1.0,1.0
Sin información,Calle Larga,38.0,169.0,1.0,0.963
Sin información,Calle Larga,7.0,7.0,1.0,1.0
Sin información,Calle Larga,20.0,218.0,1.0,0.946
Sin información,Los Andes,436.0,827.0,0.739,0.739
Sin información,Los Andes,39.0,353.0,1.0,0.901
Sin información,Los Andes,130.0,699.0,0.951,0.783
Sin información,Los Andes,13.0,143.0,1.0,0.972
Sin información,Los Andes,0.0,529.0,1.0,0.84
Sin información,Los Andes,577.0,685.0,0.641,0.788
Sin información,Los Andes,29.0,38.0,1.0,1.0
Sin información,Los Andes,361.0,361.0,0.791,0.898
Sin información,Los Andes,296.0,296.0,0.836,0.92
Sin información,Los Andes,9.0,9.0,1.0,1.0
Sin información,Los Andes,170.0,727.0,0.924,0.773
Sin información,Los Andes,6.0,402.0,1.0,0.884
Sin información,Los Andes,604.0,1133.0,0.622,0.635
Sin información,Los Andes,7.0,7.0,1.0,1.0
Sin información,Los Andes,162.0,614.0,0.929,0.812
Sin información,Los Andes,609.0,1317.0,0.619,0.572
Sin información,Los Andes,278.0,491.0,0.849,0.853
Sin información,Los Andes,248.0,437.0,0.87,0.872
Sin información,Los Andes,161.0,161.0,0.93,0.966
Sin información,Los Andes,416.0,429.0,0.753,0.875
Sin información,Los Andes,51.0,1727.0,1.0,0.433
Sin información,Los Andes,484.0,572.0,0.705,0.826
Sin información,Los Andes,78.0,142.0,0.987,0.972
Sin información,Los Andes,12.0,1659.0,1.0,0.456
Sin información,San Esteban,72.0,808.0,0.992,0.746
Sin información,San Esteban,170.0,796.0,0.924,0.75
Sin información,San Esteban,17.0,633.0,1.0,0.805
Sin información,San Esteban,971.0,1266.0,0.368,0.59
Sin información,San Esteban,614.0,614.0,0.615,0.812
Sin información,San Esteban,288.0,572.0,0.841,0.826
Sin información,San Esteban,209.0,937.0,0.897,0.702
Sin información,San Esteban,8.0,720.0,1.0,0.775
Sin información,San Esteban,37.0,767.0,1.0,0.76
Sin información,San Esteban,61.0,714.0,0.999,0.778
Sin información,San Esteban,336.0,564.0,0.808,0.829
Sin información,San Esteban,16.0,1142.0,1.0,0.632
Sin información,San Esteban,869.0,1101.0,0.438,0.646
Sin información,San Esteban,950.0,1151.0,0.382,0.629
Sin información,San Esteban,623.0,1159.0,0.609,0.626
Sin información,San Esteban,803.0,1282.0,0.484,0.584
Sin información,San Esteban,623.0,978.0,0.609,0.688
Sin información,San Esteban,443.0,1390.0,0.734,0.548
Sin información,San Esteban,488.0,1207.0,0.703,0.61
Sin información,San Esteban,374.0,1155.0,0.782,0.628
Sin información,San Esteban,377.0,1254.0,0.78,0.594
Sin información,San Esteban,13.0,1799.0,1.0,0.408
Sin información,San Esteban,202.0,1233.0,0.902,0.601
Sin información,San Esteban,282.0,833.0,0.846,0.737
Sin información,San Esteban,227.0,291.0,0.884,0.921
Sin información,San Esteban,198.0,314.0,0.904,0.914
Sin información,San Esteban,4.0,4.0,1.0,1.0
Sin información,San Esteban,291.0,951.0,0.84,0.697
Sin información,San Esteban,132.0,194.0,0.95,0.955
Sin información,San Esteban,127.0,288.0,0.953,0.922
Sin información,San Esteban,4.0,715.0,1.0,0.777
Sin información,San Esteban,190.0,190.0,0.91,0.956
Sin información,San Esteban,306.0,402.0,0.829,0.884
Sin información,San Esteban,297.0,318.0,0.836,0.912
Sin información,San Esteban,279.0,279.0,0.848,0.925
Sin información,San Esteban,223.0,223.0,0.887,0.945
Sin información,San Esteban,111.0,373.0,0.965,0.894
Sin información,San Esteban,95.0,397.0,0.975,0.885
Sin información,San Esteban,123.0,123.0,0.957,0.979
Sin información,San Esteban,11.0,11.0,1.0,1.0
Sin información,San Esteban,7.0,93.0,1.0,0.989
Sin información,San Esteban,18.0,234.0,1.0,0.941
Sin información,San Esteban,39.0,814.0,1.0,0.743
Sin información,San Esteban,78.0,78.0,0.987,0.994
Sin información,San Esteban,478.0,478.0,0.71,0.858
Sin información,San Esteban,569.0,1004.0,0.646,0.679
Sin información,San Esteban,0.0,147.0,1.0,0.97
Sin información,San Esteban,285.0,738.0,0.843,0.769
Sin información,San Esteban,18.0,18.0,1.0,1.0
Sin información,San Esteban,33.0,528.0,1.0,0.841
Sin información,San Esteban,34.0,809.0,1.0,0.745
Sin información,San Esteban,472.0,1209.0,0.714,0.609
Sin información,San Esteban,13.0,1066.0,1.0,0.658
Sin información,San Esteban,141.0,990.0,0.944,0.684
Sin información,San Esteban,30.0,1362.0,1.0,0.557
Sin información,San Esteban,26.0,513.0,1.0,0.846
Sin información,San Esteban,82.0,1129.0,0.985,0.636
Sin información,San Esteban,35.0,1445.0,1.0,0.529
Sin información,San Esteban,14.0,14.0,1.0,1.0
Sin información,San Esteban,21.0,455.0,1.0,0.866
Sin información,San Esteban,90.0,1392.0,0.979,0.547
Sin información,San Esteban,89.0,561.0,0.98,0.83
Sin información,San Esteban,1.0,1013.0,1.0,0.676
Sin información,San Esteban,44.0,1236.0,1.0,0.6
Sin información,San Esteban,208.0,208.0,0.897,0.95
Sin información,San Esteban,100.0,1093.0,0.973,0.648
Sin información,San Esteban,173.0,1045.0,0.921,0.665
Sin información,San Esteban,253.0,1813.0,0.866,0.404
Sin información,San Esteban,152.0,1193.0,0.936,0.615
Sin información,San Esteban,218.0,218.0,0.891,0.946
Sin información,San Esteban,177.0,1348.0,0.919,0.562
Sin información,San Esteban,25.0,1358.0,1.0,0.558
Sin información,San Esteban,26.0,953.0,1.0,0.696
Sin información,San Esteban,178.0,1332.0,0.918,0.567
Sin información,San Esteban,153.0,1535.0,0.936,0.498
Sin información,San Esteban,220.0,220.0,0.889,0.945
Sin información,San Esteban,343.0,1733.0,0.803,0.431
Sin información,San Esteban,734.0,734.0,0.532,0.771
Sin información,San Esteban,9.0,9.0,1.0,1.0
Sin información,San Esteban,754.0,2067.0,0.518,0.317
Sin información,San Esteban,20.0,20.0,1.0,1.0
Sin información,San Esteban,706.0,706.0,0.551,0.78
Sin información,San Esteban,41.0,41.0,1.0,1.0
Sin información,San Esteban,119.0,119.0,0.959,0.98
Sin información,San Esteban,162.0,162.0,0.929,0.965
Sin información,San Esteban,951.0,1789.0,0.381,0.412
Sin información,San Esteban,215.0,371.0,0.893,0.894
Sist. Rio Aconcagua y trib,San Esteban,21.0,21.0,1.0,1.0
Sin información,San Esteban,365.0,365.0,0.788,0.896
Sin información,San Esteban,16.0,275.0,1.0,0.927
Sin información,San Esteban,224.0,1281.0,0.886,0.585
Sin información,San Esteban,183.0,1377.0,0.915,0.552
Sin información,San Esteban,2.0,456.0,1.0,0.865
Sin información,San Esteban,1.0,1416.0,1.0,0.539
Sin información,San Esteban,13.0,1564.0,1.0,0.488
Sin información,San Esteban,8.0,712.0,1.0,0.778
Sin información,San Esteban,3.0,134.0,1.0,0.975
Sin información,San Esteban,648.0,2084.0,0.591,0.312
Sin información,San Esteban,9.0,9.0,1.0,1.0
Sin información,San Esteban,24.0,24.0,1.0,1.0
Sin información,San Esteban,122.0,2375.0,0.957,0.212
Sin información,San Esteban,40.0,40.0,1.0,1.0
Sin información,San Esteban,10.0,333.0,1.0,0.907
Sin información,San Esteban,34.0,2085.0,1.0,0.311
Sin información,San Esteban,9.0,1663.0,1.0,0.455
Sin información,San Esteban,11.0,2106.0,1.0,0.304
Sin información,San Esteban,16.0,763.0,1.0,0.761
Sist. Rio Aconcagua y trib,San Esteban,42.0,42.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,13.0,13.0,1.0,1.0
Sin información,San Esteban,2.0,1522.0,1.0,0.503
Sin información,San Esteban,5.0,226.0,1.0,0.943
Sin información,San Esteban,56.0,997.0,1.0,0.681
Sin información,San Esteban,269.0,269.0,0.855,0.929
Sin información,San Esteban,168.0,423.0,0.925,0.876
Sin información,San Esteban,12.0,1936.0,1.0,0.362
Sin información,San Esteban,80.0,1034.0,0.986,0.669
Sin información,San Esteban,197.0,1450.0,0.905,0.527
Sin información,San Esteban,401.0,918.0,0.763,0.708
Sin información,San Esteban,142.0,1828.0,0.943,0.399
Sin información,San Esteban,315.0,2267.0,0.823,0.249
Sin información,San Esteban,7.0,7.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,31.0,31.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,18.0,18.0,1.0,1.0
Sin información,San Esteban,573.0,1016.0,0.644,0.675
Sin información,San Esteban,40.0,1504.0,1.0,0.509
Sin información,San Esteban,50.0,1801.0,1.0,0.408
Sin información,San Esteban,21.0,276.0,1.0,0.927
Sin información,San Esteban,212.0,1568.0,0.894,0.487
Sin información,San Esteban,31.0,558.0,1.0,0.831
Sin información,San Esteban,345.0,1766.0,0.802,0.42
Sin información,San Esteban,23.0,1323.0,1.0,0.57
Sin información,San Esteban,5.0,1066.0,1.0,0.658
Sin información,San Esteban,437.0,615.0,0.738,0.811
Sin información,San Esteban,190.0,1178.0,0.91,0.62
Sin información,San Esteban,13.0,13.0,1.0,1.0
Sin información,San Esteban,6.0,6.0,1.0,1.0
Sin información,San Esteban,241.0,854.0,0.874,0.73
Sin información,San Esteban,44.0,44.0,1.0,1.0
Sin información,San Esteban,521.0,598.0,0.68,0.817
Sin información,San Esteban,327.0,327.0,0.815,0.909
Sin información,San Esteban,83.0,83.0,0.984,0.992
Sin información,San Esteban,21.0,21.0,1.0,1.0
Sin información,San Esteban,57.0,743.0,1.0,0.768
Sin información,San Esteban,2.0,2.0,1.0,1.0
Sin información,San Esteban,1.0,312.0,1.0,0.914
Sin información,San Esteban,71.0,71.0,0.992,0.996
Sin información,San Esteban,13.0,1682.0,1.0,0.448
Sin información,San Esteban,50.0,50.0,1.0,1.0
Sin información,San Esteban,236.0,236.0,0.878,0.94
Sin información,San Esteban,128.0,190.0,0.953,0.956
Sin información,San Esteban,91.0,91.0,0.978,0.989
Sin información,San Esteban,11.0,11.0,1.0,1.0
Sin información,San Esteban,78.0,453.0,0.987,0.866
Sin información,San Esteban,153.0,153.0,0.935,0.968
Sin información,San Esteban,85.0,85.0,0.983,0.992
Sin información,San Esteban,45.0,45.0,1.0,1.0
Sin información,San Esteban,41.0,41.0,1.0,1.0
Sin información,San Esteban,365.0,949.0,0.788,0.698
Sin información,San Esteban,228.0,228.0,0.883,0.943
Sin información,San Esteban,10.0,53.0,1.0,1.0
Sin información,San Esteban,36.0,1029.0,1.0,0.67
Sin información,San Esteban,13.0,351.0,1.0,0.901
Sin información,San Esteban,38.0,1523.0,1.0,0.502
Sin información,San Esteban,82.0,205.0,0.985,0.951
Sin información,San Esteban,75.0,394.0,0.99,0.886
Sin información,San Esteban,193.0,344.0,0.908,0.903
Sin información,Santa María,401.0,557.0,0.763,0.831
Sin información,San Esteban,15.0,1066.0,1.0,0.658
Sin información,San Esteban,133.0,133.0,0.949,0.975
Sin información,San Esteban,48.0,76.0,1.0,0.994
Sin información,San Esteban,129.0,308.0,0.952,0.916
Sin información,San Esteban,188.0,188.0,0.911,0.957
Sin información,Santa María,427.0,692.0,0.745,0.785
Sin información,San Esteban,414.0,414.0,0.754,0.88
Sin información,San Esteban,115.0,115.0,0.962,0.981
Sin información,San Esteban,18.0,247.0,1.0,0.936
Sin información,San Esteban,527.0,527.0,0.676,0.841
Sin información,San Esteban,112.0,112.0,0.964,0.982
Sin información,Santa María,369.0,661.0,0.785,0.796
Sin información,San Esteban,234.0,234.0,0.879,0.941
Sin información,San Esteban,230.0,388.0,0.882,0.889
Sin información,Santa María,395.0,682.0,0.768,0.789
Sin información,San Esteban,38.0,644.0,1.0,0.801
Sin información,San Esteban,30.0,221.0,1.0,0.945
Sin información,San Esteban,4.0,949.0,1.0,0.698
Sin información,San Esteban,2.0,584.0,1.0,0.822
Sin información,San Esteban,168.0,168.0,0.925,0.963
Sin información,San Esteban,121.0,788.0,0.958,0.752
Sin información,San Esteban,18.0,956.0,1.0,0.695
Sin información,San Esteban,283.0,1121.0,0.845,0.639
Sin información,San Esteban,88.0,844.0,0.98,0.733
Sin información,San Esteban,308.0,308.0,0.828,0.916
Sin información,San Esteban,126.0,1041.0,0.954,0.666
Sin información,San Esteban,155.0,155.0,0.934,0.968
Sin información,San Esteban,25.0,1032.0,1.0,0.669
Sin información,San Esteban,42.0,42.0,1.0,1.0
Sin información,San Esteban,161.0,161.0,0.93,0.966
Sin información,San Esteban,290.0,751.0,0.84,0.765
Sin información,San Esteban,1203.0,1203.0,0.207,0.611
Sin información,San Esteban,697.0,809.0,0.557,0.745
Sin información,San Esteban,89.0,89.0,0.98,0.99
Sin información,Santa María,0.0,189.0,1.0,0.956
Sin información,San Esteban,36.0,465.0,1.0,0.862
Sin información,San Esteban,50.0,486.0,1.0,0.855
Sin información,San Esteban,195.0,195.0,0.906,0.954
Sin información,San Esteban,1209.0,1209.0,0.202,0.609
Sin información,San Esteban,609.0,731.0,0.619,0.772
Sin información,San Esteban,24.0,24.0,1.0,1.0
Sin información,San Esteban,9.0,9.0,1.0,1.0
Sin información,San Esteban,988.0,1197.0,0.355,0.613
Sin información,San Esteban,13.0,827.0,1.0,0.739
Sin información,San Esteban,94.0,366.0,0.976,0.896
Sin información,San Esteban,1.0,1.0,1.0,1.0
Sin información,San Esteban,708.0,1329.0,0.55,0.568
Sin información,San Esteban,267.0,267.0,0.856,0.93
Sin información,San Esteban,19.0,19.0,1.0,1.0
Sin información,San Esteban,161.0,161.0,0.93,0.966
Sin información,San Esteban,468.0,954.0,0.717,0.696
Sin información,San Esteban,37.0,586.0,1.0,0.821
Sin información,San Esteban,44.0,699.0,1.0,0.783
Sin información,San Esteban,71.0,71.0,0.993,0.996
Sin información,San Esteban,2.0,403.0,1.0,0.883
Sin información,San Esteban,406.0,1785.0,0.76,0.413
Sin información,San Esteban,130.0,130.0,0.952,0.976
Sin información,San Esteban,71.0,1356.0,0.992,0.559
Sin información,San Esteban,133.0,133.0,0.949,0.975
Sin información,San Esteban,16.0,357.0,1.0,0.899
Sin información,San Esteban,383.0,383.0,0.776,0.89
Sin información,Santa María,1118.0,1651.0,0.265,0.459
Sin información,San Esteban,2.0,2.0,1.0,1.0
Sin información,San Esteban,17.0,17.0,1.0,1.0
Sin información,San Esteban,145.0,751.0,0.941,0.765
Sin información,San Esteban,180.0,531.0,0.917,0.84
Sin información,San Esteban,3.0,161.0,1.0,0.965
Sin información,San Esteban,55.0,77.0,1.0,0.994
Sin información,San Esteban,311.0,530.0,0.826,0.84
Sin información,San Esteban,51.0,448.0,1.0,0.868
Sin información,Santa María,169.0,1386.0,0.924,0.549
Sin información,San Esteban,18.0,642.0,1.0,0.802
Sin información,San Esteban,155.0,427.0,0.934,0.875
Sin información,Putaendo,4.0,4.0,1.0,1.0
Sin información,San Esteban,17.0,1572.0,1.0,0.486
Sin información,Putaendo,186.0,838.0,0.912,0.735
Sin información,San Esteban,608.0,927.0,0.62,0.705
Sin información,Putaendo,274.0,575.0,0.851,0.825
Sin información,Putaendo,109.0,366.0,0.966,0.896
Sin información,Putaendo,84.0,84.0,0.983,0.992
Sin información,Putaendo,115.0,398.0,0.962,0.885
Sin información,Putaendo,47.0,410.0,1.0,0.881
Sin información,Putaendo,138.0,416.0,0.946,0.879
Sin información,Putaendo,36.0,36.0,1.0,1.0
Sin información,Putaendo,114.0,114.0,0.962,0.982
Sin información,San Esteban,14.0,14.0,1.0,1.0
Sin información,Putaendo,11.0,442.0,1.0,0.87
