nom_humed,comuna,pctl_empirico,expo_met,twi,acc_topo,expo_suelo,prox_drenaje,susc_acumulacion,prioridad_inundacion,clase_prioridad,suelo_fuente,cuenca
Sist. Rio Aconcagua y trib,San Esteban,75.0,0.5,0.196,0.0,0.461,1.0,0.414,0.207,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,75.0,0.5,1.0,0.249,0.461,1.0,0.678,0.339,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,62.5,0.25,1.0,0.0,0.461,1.0,0.615,0.154,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,75.0,0.5,1.0,0.0,0.461,1.0,0.615,0.308,Moderada,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,75.0,0.5,1.0,0.0,0.461,1.0,0.615,0.308,Moderada,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,62.5,0.25,1.0,0.0,0.461,1.0,0.615,0.154,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,75.0,0.5,0.609,0.0,0.461,1.0,0.518,0.259,Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,62.5,0.25,1.0,0.274,0.461,1.0,0.684,0.171,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,62.5,0.25,1.0,0.0,0.461,1.0,0.615,0.154,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,62.5,0.25,1.0,0.0,0.461,1.0,0.615,0.154,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,62.5,0.25,1.0,0.318,0.461,1.0,0.695,0.174,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,62.5,0.25,0.301,0.295,0.461,1.0,0.514,0.129,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,62.5,0.25,0.457,0.0,0.461,1.0,0.48,0.12,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,62.5,0.25,0.139,0.12,0.461,1.0,0.43,0.108,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,62.5,0.25,1.0,0.007,0.461,1.0,0.617,0.154,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Felipe,81.2,0.624,0.289,0.026,0.0,1.0,0.329,0.205,Muy Baja,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Santa María,81.2,0.624,0.403,0.03,0.553,0.99,0.494,0.308,Moderada,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Felipe,87.5,0.75,1.0,0.0,0.271,0.949,0.555,0.416,Muy Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Calle Larga,71.9,0.438,1.0,0.0,0.461,1.0,0.615,0.269,Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Calle Larga,78.1,0.562,1.0,0.0,0.544,1.0,0.636,0.357,Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Rinconada,87.5,0.75,0.232,0.43,0.4,0.996,0.514,0.386,Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Rinconada,87.5,0.75,0.394,0.002,0.384,1.0,0.445,0.334,Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Rinconada,84.4,0.688,0.493,0.093,0.384,1.0,0.492,0.339,Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Rinconada,84.4,0.688,0.637,0.04,0.434,1.0,0.528,0.363,Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Rinconada,84.4,0.688,0.949,0.025,0.434,1.0,0.602,0.414,Muy Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Rinconada,84.4,0.688,1.0,0.113,0.384,0.939,0.609,0.419,Muy Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Rinconada,84.4,0.688,0.372,0.049,0.553,1.0,0.494,0.34,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Rinconada,81.2,0.624,0.303,0.099,0.434,0.804,0.41,0.256,Baja,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Rinconada,78.1,0.562,1.0,0.0,0.525,1.0,0.631,0.355,Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Felipe,87.5,0.75,0.539,0.0,0.384,1.0,0.481,0.361,Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Felipe,87.5,0.75,0.316,0.021,0.384,1.0,0.43,0.323,Moderada,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Felipe,84.4,0.688,0.595,0.0,0.434,1.0,0.507,0.349,Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Felipe,84.4,0.688,1.0,0.148,0.384,1.0,0.633,0.436,Muy Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Felipe,84.4,0.688,0.581,0.031,0.434,1.0,0.512,0.352,Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Calera,90.6,0.812,0.372,0.0,0.717,1.0,0.522,0.424,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,La Cruz,93.8,0.876,0.479,0.053,0.553,1.0,0.521,0.457,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Nogales,93.8,0.876,0.394,0.0,0.717,1.0,0.528,0.462,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Quillota,93.8,0.876,0.466,0.038,0.553,0.974,0.508,0.445,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Hijuelas,87.5,0.75,0.358,0.0,0.483,0.952,0.448,0.336,Alta,CIREN,Rio Aconcagua
Sist. Rio Aconcagua y trib,Hijuelas,87.5,0.75,0.326,0.0,0.553,1.0,0.47,0.352,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Hijuelas,87.5,0.75,1.0,0.134,0.553,0.93,0.654,0.491,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Llaillay,87.5,0.75,0.245,0.0,0.681,1.0,0.482,0.361,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Limache,93.8,0.876,0.424,0.0,0.553,0.935,0.478,0.419,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Concón,93.8,0.876,0.497,0.048,0.717,1.0,0.566,0.495,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Quillota,93.8,0.876,0.437,0.039,0.553,1.0,0.507,0.444,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,75.0,0.5,1.0,0.0,0.461,1.0,0.615,0.308,Moderada,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,87.5,0.75,1.0,0.0,0.461,1.0,0.615,0.461,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,62.5,0.25,1.0,0.198,0.461,1.0,0.665,0.166,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,62.5,0.25,1.0,0.0,0.461,1.0,0.615,0.154,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,62.5,0.25,0.188,0.0,0.461,1.0,0.412,0.103,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,62.5,0.25,1.0,0.509,0.461,1.0,0.742,0.186,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,62.5,0.25,1.0,0.0,0.461,1.0,0.615,0.154,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,65.6,0.312,0.216,0.0,0.461,1.0,0.419,0.131,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,65.6,0.312,0.321,0.0,0.461,1.0,0.446,0.139,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,65.6,0.312,1.0,0.0,0.461,1.0,0.615,0.192,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,78.1,0.562,1.0,0.0,0.461,1.0,0.615,0.346,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,78.1,0.562,0.244,0.0,0.461,1.0,0.426,0.24,Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,75.0,0.5,1.0,0.0,0.461,1.0,0.615,0.308,Moderada,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,62.5,0.25,1.0,0.0,0.461,1.0,0.615,0.154,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,62.5,0.25,1.0,0.0,0.461,1.0,0.615,0.154,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,65.6,0.312,0.559,0.0,0.461,1.0,0.505,0.158,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,65.6,0.312,0.417,0.0,0.461,1.0,0.47,0.146,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,78.1,0.562,0.471,0.0,0.461,1.0,0.483,0.271,Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,San Esteban,78.1,0.562,0.338,0.0,0.461,1.0,0.45,0.253,Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,78.1,0.562,0.093,0.0,0.461,1.0,0.388,0.218,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Los Andes,81.2,0.624,1.0,0.0,0.461,1.0,0.615,0.384,Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Quintero,93.8,0.876,0.462,0.302,0.717,1.0,0.62,0.543,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Quintero,93.8,0.876,0.62,0.362,0.717,0.969,0.667,0.584,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Quintero,93.8,0.876,0.287,0.207,0.717,1.0,0.553,0.484,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Quintero,93.8,0.876,0.354,0.319,0.236,1.0,0.477,0.418,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Quintero,93.8,0.876,0.183,0.0,0.236,0.992,0.353,0.309,Moderada,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Concón,93.8,0.876,0.485,0.263,0.236,1.0,0.496,0.434,Muy Alta,FAO,Rio Aconcagua
Estero Pelumpen y Granizo,Olmué,93.8,0.876,0.376,0.0,0.0,1.0,0.344,0.301,Moderada,CIREN,Rio Aconcagua
Estero Pelumpen y Granizo,Olmué,93.8,0.876,1.0,0.169,0.717,1.0,0.722,0.632,Muy Alta,FAO,Rio Aconcagua
Estero Pelumpen y Granizo,Limache,93.8,0.876,0.481,0.264,0.717,1.0,0.615,0.539,Muy Alta,FAO,Rio Aconcagua
Estero Pelumpen y Granizo,Limache,93.8,0.876,0.447,0.0,0.717,1.0,0.541,0.474,Muy Alta,FAO,Rio Aconcagua
Estero Pelumpen y Granizo,Limache,93.8,0.876,0.376,0.0,0.717,1.0,0.523,0.458,Muy Alta,FAO,Rio Aconcagua
Estero Pelumpen y Granizo,Limache,93.8,0.876,0.698,0.0,0.717,1.0,0.604,0.529,Muy Alta,FAO,Rio Aconcagua
Estero Pelumpen y Granizo,Limache,93.8,0.876,0.442,0.039,0.717,1.0,0.55,0.481,Muy Alta,FAO,Rio Aconcagua
Sist. Rio Maipo y Estero El Sauce,San Antonio,81.2,0.624,0.386,0.096,0.553,1.0,0.509,0.317,Moderada,FAO,Rio Maipo
Sist. Rio Maipo y Estero El Sauce,San Antonio,78.1,0.562,0.316,0.049,0.553,0.962,0.47,0.264,Baja,FAO,Rio Maipo
Sist. Rio Maipo y Estero El Sauce,San Antonio,78.1,0.562,0.295,0.143,0.6,1.0,0.509,0.286,Baja,CIREN,Rio Maipo
Sist. Rio Maipo y Estero El Sauce,San Antonio,78.1,0.562,0.386,0.0,0.553,0.655,0.398,0.224,Muy Baja,FAO,Rio Maipo
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,78.1,0.562,0.697,0.056,0.6,1.0,0.588,0.331,Moderada,CIREN,Rio Maipo
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,78.1,0.562,0.356,0.047,0.6,0.981,0.496,0.279,Baja,CIREN,Rio Maipo
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,78.1,0.562,0.392,0.0,0.553,1.0,0.486,0.273,Baja,FAO,Rio Maipo
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,78.1,0.562,0.494,0.083,0.0,0.963,0.385,0.216,Muy Baja,CIREN,Rio Maipo
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,81.2,0.624,0.845,0.052,0.553,0.908,0.59,0.368,Alta,FAO,Rio Maipo
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,81.2,0.624,0.21,0.052,0.6,1.0,0.466,0.29,Moderada,CIREN,Rio Maipo
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,81.2,0.624,1.0,0.318,0.0,0.982,0.575,0.359,Alta,CIREN,Rio Maipo
Sist. Rio Maipo y Estero El Sauce,San Antonio,78.1,0.562,0.386,0.0,0.379,1.0,0.441,0.248,Baja,CIREN,Rio Maipo
Estero Casablanca,Casablanca,90.6,0.812,1.0,0.0,0.717,1.0,0.679,0.552,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,0.235,0.0,0.55,1.0,0.446,0.362,Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,1.0,0.0,0.717,1.0,0.679,0.552,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,1.0,0.0,0.717,1.0,0.679,0.552,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,1.0,0.0,0.717,1.0,0.679,0.552,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,1.0,0.0,0.55,1.0,0.638,0.518,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,0.625,0.0,0.717,1.0,0.586,0.475,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,0.196,0.0,0.55,1.0,0.436,0.354,Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,1.0,0.113,0.717,1.0,0.708,0.574,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,0.207,0.0,0.55,1.0,0.439,0.357,Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,0.353,0.0,0.717,1.0,0.518,0.42,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,1.0,0.018,0.55,1.0,0.642,0.521,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,0.386,0.094,0.717,1.0,0.549,0.446,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,0.239,0.0,0.55,1.0,0.447,0.363,Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,1.0,0.0,0.55,1.0,0.638,0.518,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,1.0,0.321,0.717,1.0,0.76,0.617,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,1.0,0.018,0.717,1.0,0.684,0.555,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,0.17,0.0,0.717,1.0,0.472,0.383,Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,0.379,0.002,0.717,1.0,0.524,0.426,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,0.268,0.077,0.55,1.0,0.474,0.385,Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,1.0,0.231,0.717,1.0,0.737,0.598,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,1.0,0.0,0.0,1.0,0.5,0.406,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,1.0,0.313,0.55,1.0,0.716,0.581,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,1.0,0.0,0.55,1.0,0.638,0.518,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,0.256,0.0,0.717,1.0,0.493,0.401,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,1.0,0.058,0.717,1.0,0.694,0.563,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,1.0,0.082,0.717,1.0,0.7,0.568,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Casablanca,90.6,0.812,0.913,0.082,0.717,0.965,0.669,0.543,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Algarrobo,90.6,0.812,1.0,0.054,0.717,1.0,0.693,0.563,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Algarrobo,90.6,0.812,1.0,0.0,0.55,1.0,0.638,0.518,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Algarrobo,90.6,0.812,1.0,0.055,0.379,1.0,0.608,0.494,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Algarrobo,90.6,0.812,1.0,0.012,0.55,1.0,0.641,0.52,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Algarrobo,90.6,0.812,1.0,0.085,0.717,1.0,0.7,0.569,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Algarrobo,90.6,0.812,0.119,0.0,0.0,1.0,0.28,0.227,Muy Baja,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Algarrobo,90.6,0.812,1.0,0.0,0.717,1.0,0.679,0.552,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Algarrobo,90.6,0.812,0.239,0.0,0.55,1.0,0.447,0.363,Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Algarrobo,90.6,0.812,0.235,0.0,0.717,1.0,0.488,0.396,Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Algarrobo,90.6,0.812,0.374,0.0,0.55,1.0,0.481,0.391,Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Algarrobo,90.6,0.812,0.976,0.223,0.55,1.0,0.687,0.558,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Algarrobo,90.6,0.812,0.175,0.0,0.0,1.0,0.294,0.239,Baja,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Algarrobo,90.6,0.812,0.109,0.0,0.0,1.0,0.277,0.225,Muy Baja,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Algarrobo,90.6,0.812,0.268,0.292,0.717,1.0,0.569,0.462,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Algarrobo,90.6,0.812,1.0,0.374,0.4,1.0,0.694,0.563,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Algarrobo,90.6,0.812,0.31,0.0,0.717,0.99,0.504,0.409,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Algarrobo,90.6,0.812,0.452,0.0,0.0,1.0,0.363,0.295,Moderada,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Algarrobo,90.6,0.812,0.943,0.0,0.55,1.0,0.623,0.506,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero Casablanca,Algarrobo,90.6,0.812,0.533,0.046,0.717,1.0,0.574,0.466,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero Casablanca,Algarrobo,90.6,0.812,0.336,0.0,0.55,1.0,0.472,0.383,Alta,CIREN,Costeras entre Aconcagua y Maipo
Rio Rapel (sector el rincon),Santo Domingo,65.6,0.312,0.183,,0.0,0.468,0.217,0.068,Muy Baja,CIREN,Rio Rapel
"Sist. Rios Maipo- Mapocho, esteros Colina- Angostura- Puangue y Trib.",San Antonio,81.2,0.624,0.407,0.095,0.553,1.0,0.514,0.321,Moderada,FAO,Rio Maipo
Sin información,Papudo,93.8,0.876,0.484,0.0,0.442,1.0,0.482,0.422,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Sin información,Papudo,87.5,0.75,0.328,0.044,0.55,1.0,0.481,0.36,Alta,CIREN,Costeras Ligua-Aconcagua
Rio Petorca- Rio La Ligua,Papudo,87.5,0.75,0.376,0.0,0.236,1.0,0.403,0.302,Moderada,FAO,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,0.313,0.31,0.55,1.0,0.543,0.407,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,1.0,0.0,0.0,1.0,0.5,0.375,Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,0.351,0.013,0.504,1.0,0.467,0.35,Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,1.0,0.0,0.55,1.0,0.638,0.478,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,1.0,0.07,0.55,1.0,0.655,0.491,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,1.0,0.0,0.55,1.0,0.638,0.478,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,1.0,0.049,0.55,1.0,0.65,0.487,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,1.0,0.115,0.55,1.0,0.666,0.5,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,1.0,0.0,0.55,1.0,0.638,0.478,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,1.0,0.0,0.55,1.0,0.638,0.478,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,1.0,0.142,0.55,1.0,0.673,0.505,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,0.504,0.0,0.55,1.0,0.514,0.385,Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,0.333,0.27,0.55,1.0,0.538,0.404,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,0.337,0.036,0.55,1.0,0.481,0.361,Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,0.341,0.0,0.55,1.0,0.473,0.355,Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,1.0,0.0,0.55,1.0,0.638,0.478,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,1.0,0.037,0.55,1.0,0.647,0.485,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,1.0,0.154,0.55,1.0,0.676,0.507,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,0.439,0.0,0.55,1.0,0.497,0.373,Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,0.319,0.0,0.55,0.996,0.466,0.35,Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,1.0,0.047,0.55,1.0,0.649,0.487,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,1.0,0.0,0.55,1.0,0.638,0.478,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Puchuncaví,87.5,0.75,1.0,0.0,0.55,1.0,0.638,0.478,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Zapallar,87.5,0.75,0.276,0.0,0.0,1.0,0.319,0.239,Baja,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Zapallar,87.5,0.75,0.843,0.791,0.0,1.0,0.658,0.494,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Zapallar,87.5,0.75,0.54,0.09,0.504,1.0,0.534,0.4,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Zapallar,87.5,0.75,0.134,0.0,0.55,1.0,0.421,0.316,Moderada,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Zapallar,87.5,0.75,1.0,0.183,0.55,1.0,0.683,0.512,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Zapallar,87.5,0.75,0.364,0.001,0.0,1.0,0.341,0.256,Baja,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Zapallar,87.5,0.75,0.684,0.0,0.55,1.0,0.558,0.419,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Zapallar,87.5,0.75,1.0,0.0,0.55,1.0,0.638,0.478,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Zapallar,87.5,0.75,0.038,0.628,0.55,1.0,0.554,0.416,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Zapallar,87.5,0.75,0.303,0.0,0.55,1.0,0.463,0.347,Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Zapallar,87.5,0.75,0.473,0.429,0.55,1.0,0.613,0.46,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Zapallar,87.5,0.75,0.262,0.0,0.55,1.0,0.453,0.34,Alta,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Zapallar,87.5,0.75,0.156,0.0,0.55,1.0,0.426,0.32,Moderada,CIREN,Costeras Ligua-Aconcagua
Esteros Catapilco - La Canela,Zapallar,87.5,0.75,0.241,0.0,0.55,1.0,0.448,0.336,Alta,CIREN,Costeras Ligua-Aconcagua
